                              Electron density <n>  0.8788053
                          Double occupancy <n+ n->  0.0847420
                            ZZ AF Structure Factor  1.5479949
                            Sq.Magnetization <m^2>  0.7093213
                                              Hkin -3.9429971
                                              Hint  0.3389680
                                                 E -3.6040291
                                  Average sign <s>  0.3787086
