                              Electron density <n>  0.5157721
                          Double occupancy <n+ n->  0.0267462
                            ZZ AF Structure Factor  0.5750063
                            Sq.Magnetization <m^2>  0.4622797
                                              Hkin -10.3537927
                                              Hint  0.1069846
                                                 E -10.2468081
                                  Average sign <s>  0.7923211
