                              Electron density <n>  1.0000000
                          Double occupancy <n+ n->  0.0100152
                            ZZ AF Structure Factor  4.6490335
                            Sq.Magnetization <m^2>  0.9799697
                                              Hkin  -0.5259780
                                              Hint  0.2003032
                                                 E  -0.3256748
                                  Average sign <s>  1.0000000
