                              Electron density <n>  0.6782233
                          Double occupancy <n+ n->  0.0957028
                            ZZ AF Structure Factor  0.4868177
                            Sq.Magnetization <m^2>  0.4868177
                                              Hkin -24.0290210
                                              Hint  0.7656224
                                                 E -23.2633986
                                  Average sign <s>  0.6093750
