                              Electron density <n>  0.6171253
                          Double occupancy <n+ n->  0.0306780
                            ZZ AF Structure Factor  0.7755945
                            Sq.Magnetization <m^2>  0.5557693
                                              Hkin -5.2168782
                                              Hint  0.1227121
                                                 E -5.0941662
                                  Average sign <s>  0.8534031
