                              Electron density <n>  0.6216429
                          Double occupancy <n+ n->  0.0451472
                            ZZ AF Structure Factor  0.7320176
                            Sq.Magnetization <m^2>  0.5313484
                                              Hkin -6.8704771
                                              Hint  0.1805889
                                                 E -6.6898882
                                  Average sign <s>  0.9912740
