                              Electron density <n>  1.0000000
                          Double occupancy <n+ n->  0.0151709
                            ZZ AF Structure Factor  2.5049887
                            Sq.Magnetization <m^2>  0.9696581
                                              Hkin  -0.5878243
                                              Hint  0.2427350
                                                 E  -0.3450893
                                  Average sign <s>  1.0000000
