                              Electron density <n>  1.0000000
                          Double occupancy <n+ n->  0.1198813
                            ZZ AF Structure Factor  6.1480860
                            Sq.Magnetization <m^2>  0.7602374
                                              Hkin -1.3407661
                                              Hint  0.4795252
                                                 E -0.8612409
                                  Average sign <s>  1.0000000
