                              Electron density <n>  1.2908035
                          Double occupancy <n+ n->  0.1179448
                            ZZ AF Structure Factor  2.3494189
                            Sq.Magnetization <m^2>  1.0549139
                                              Hkin -5.8321432
                                              Hint  0.4717792
                                                 E -5.3603640
                                  Average sign <s>  0.0767888
