                              Electron density <n>  1.0000000
                          Double occupancy <n+ n->  0.1256384
                            ZZ AF Structure Factor  2.4484037
                            Sq.Magnetization <m^2>  0.7487233
                                              Hkin -1.3096028
                                              Hint  0.5025534
                                                 E -0.8070494
                                  Average sign <s>  1.0000000
