                              Electron density <n>  0.6279754
                          Double occupancy <n+ n->  0.1057730
                            ZZ AF Structure Factor  0.4164294
                            Sq.Magnetization <m^2>  0.4164294
                                              Hkin -24.0828247
                                              Hint  0.4230921
                                                 E -23.6597326
                                  Average sign <s>  1.0000000
