                              Electron density <n>  0.6373735
                          Double occupancy <n+ n->  0.1138128
                            ZZ AF Structure Factor  0.4097479
                            Sq.Magnetization <m^2>  0.4097479
                                              Hkin -24.0639472
                                              Hint  0.3414383
                                                 E -23.7225089
                                  Average sign <s>  1.0000000
