# Green Down
5.035751616000000430e-01 -1.616170678000000138e-01 4.164577703000000154e-04 -1.620023533000000127e-01 -1.594099046999999936e-01 9.615823510000000036e-04 4.270977310000000082e-02 -3.879196994999999939e-04 -9.032698221999999793e-04 4.798541360999999950e-02 -8.755544440000000280e-04 4.711544532999999840e-02 -1.684149745999999892e-01 1.729042210000000107e-03 4.765385382000000142e-02 1.366995426000000005e-03
-1.602412628999999866e-01 5.097858552999999793e-01 -1.671838817000000088e-01 5.151916717999999824e-04 -2.046811061000000133e-03 -1.603969378000000001e-01 -1.006400749000000002e-03 4.501058366999999977e-02 4.387212853999999940e-02 -2.308221072000000095e-04 4.979589342000000085e-02 4.561109308999999890e-03 -2.348325264999999874e-03 -1.674584701999999869e-01 -1.441474067000000046e-03 5.076910856999999888e-02
8.026636477999999578e-04 -1.590241497999999865e-01 4.905657292999999752e-01 -1.665118931000000024e-01 4.287464996999999778e-02 1.026936504000000062e-02 -1.640745174999999889e-01 -5.773380925000000038e-03 -4.445664949000000324e-03 4.474958316000000186e-02 9.421910329999999686e-04 4.841333156000000165e-02 4.978946480000000230e-02 -9.942698192000000348e-04 -1.605104458000000123e-01 7.376973971999999796e-03
-1.686040191000000021e-01 3.616622737000000092e-04 -1.689147089999999962e-01 4.975899167999999761e-01 -1.524567856999999938e-03 4.955055540000000147e-02 -1.439546458999999931e-05 -1.610668345000000057e-01 4.693591575000000127e-02 8.900662220999999708e-04 4.781021475000000326e-02 -1.079344721000000031e-03 2.139012813999999815e-03 5.159461859000000206e-02 2.048296428999999818e-03 -1.635820225000000072e-01
-1.601423516000000102e-01 -5.554620003999999681e-04 4.419302796999999977e-02 1.972445391999999922e-03 5.035230787000000152e-01 -1.640823536999999888e-01 -1.299865417999999939e-03 -1.634093493000000064e-01 -1.606510168999999988e-01 -1.180845539999999985e-04 4.688313043999999680e-02 -3.101048401000000045e-03 -4.151146195000000177e-03 4.969488913999999674e-02 4.239151377000000259e-04 4.775561173000000131e-02
4.403652158999999885e-04 -1.642141974000000115e-01 8.744581597999999964e-04 4.401296422999999985e-02 -1.577715782999999927e-01 4.884032233999999750e-01 -1.630531175999999915e-01 3.748034226000000204e-04 3.337136297000000210e-03 -1.627595081000000055e-01 3.771117726000000180e-03 4.476368819999999860e-02 5.473098733000000132e-02 3.182425297000000125e-03 4.713932590000000089e-02 -5.751765231000000207e-03
4.858791835000000198e-02 -1.283627469999999932e-03 -1.584070207000000119e-01 -3.526233638000000198e-03 1.169287184000000106e-03 -1.649953711999999906e-01 5.060256766999999822e-01 -1.648564036999999871e-01 4.812891302999999787e-02 -8.691286757000000118e-04 -1.631411916999999934e-01 3.307678352999999984e-04 1.381983494000000017e-03 4.761363689999999899e-02 -6.899001149000000147e-04 4.455032325000000265e-02
1.270676337000000052e-03 4.526483597000000025e-02 -3.532311029999999881e-04 -1.629310827000000073e-01 -1.565623066999999868e-01 8.978898107999999699e-04 -1.647560275999999935e-01 5.010360019999999803e-01 2.715258941000000051e-03 4.447683955000000106e-02 1.381803713999999990e-03 -1.625031178000000132e-01 4.437676983999999658e-02 -3.227067516999999799e-03 5.061761256999999792e-02 6.779092148000000293e-04
-1.059554454000000015e-04 4.899782853000000243e-02 9.163287364999999837e-04 4.995025397999999783e-02 -1.665983181000000035e-01 4.030040432000000367e-03 5.074338189000000138e-02 -5.031491701999999712e-03 4.971850749999999763e-01 -1.646456393000000074e-01 1.108714530000000061e-03 -1.676050849000000065e-01 -1.668674602999999923e-01 -2.457718292999999925e-03 4.734523008000000172e-02 3.098991377999999949e-03
4.388163317999999730e-02 3.026033018000000058e-04 4.326401438000000016e-02 -2.442043950000000185e-03 -1.622680275000000028e-03 -1.642785945000000136e-01 3.236529616999999845e-03 5.141520285000000107e-02 -1.607292321000000079e-01 4.997933547999999782e-01 -1.615663809000000006e-01 4.787042739000000008e-04 4.039658029999999671e-03 -1.628828719000000036e-01 -2.803650988999999930e-03 4.875445115999999662e-02
