                              Electron density <n>  1.0000000
                          Double occupancy <n+ n->  0.0993305
                            ZZ AF Structure Factor  3.6731070
                            Sq.Magnetization <m^2>  0.8013390
                                              Hkin -0.9759573
                                              Hint  0.3973219
                                                 E -0.5786353
                                  Average sign <s>  1.0000000
