Configuration weight     Weight sign              
835.028                  1                        
834.358                  1                        
834.608                  1                        
827.694                  1                        
830.839                  1                        
834.561                  1                        
846.118                  1                        
847.894                  1                        
852.018                  1                        
854.047                  1                        
857.088                  1                        
850.512                  1                        
857.381                  1                        
860.009                  1                        
858.665                  1                        
856.617                  1                        
856.215                  1                        
861.755                  1                        
856.648                  1                        
860.581                  1                        
852.23                   1                        
847.871                  1                        
844.213                  1                        
840.74                   1                        
836.321                  1                        
839.644                  1                        
842.669                  1                        
837.104                  1                        
841.746                  1                        
831.741                  1                        
835.708                  1                        
837.564                  1                        
845.927                  1                        
846.129                  1                        
845.533                  1                        
838.826                  1                        
834.84                   1                        
826.436                  1                        
826.786                  1                        
825.331                  1                        
823.502                  1                        
831.137                  1                        
831.69                   1                        
833.017                  1                        
837.702                  1                        
830.036                  1                        
828.912                  1                        
828.961                  1                        
833.792                  1                        
832.956                  1                        
827.629                  1                        
830.256                  1                        
836.749                  1                        
827.067                  1                        
820.357                  1                        
824.665                  1                        
829.485                  1                        
826.624                  1                        
822.722                  1                        
824.771                  1                        
829.982                  1                        
833.918                  1                        
830.785                  1                        
833.519                  1                        
834.744                  1                        
831.19                   1                        
833.674                  1                        
832.218                  1                        
829.696                  1                        
822.539                  1                        
815.748                  1                        
812.6                    1                        
812.183                  1                        
807.972                  1                        
803.891                  1                        
808.34                   1                        
807.268                  1                        
811.977                  1                        
809.196                  1                        
806.561                  1                        
803.365                  1                        
808.995                  1                        
808.581                  1                        
806.824                  1                        
807.343                  1                        
810.069                  1                        
815.32                   1                        
811.58                   1                        
820.628                  1                        
822.199                  1                        
821.61                   1                        
830.676                  1                        
829.131                  1                        
831.795                  1                        
835.478                  1                        
833.678                  1                        
834.884                  1                        
842.636                  1                        
831.668                  1                        
829.506                  1                        
832.7                    1                        
839.458                  1                        
847.916                  1                        
861.548                  1                        
860.899                  1                        
858.71                   1                        
860.494                  1                        
852.976                  1                        
846.993                  1                        
839.064                  1                        
845.703                  1                        
836.751                  1                        
839.91                   1                        
844.499                  1                        
848.254                  1                        
847.862                  1                        
849.706                  1                        
848.51                   1                        
851.339                  1                        
845.406                  1                        
850.327                  1                        
852.601                  1                        
850.306                  1                        
845.583                  1                        
844.834                  1                        
842.396                  1                        
845.589                  1                        
841.754                  1                        
846.469                  1                        
841.029                  1                        
828.216                  1                        
840.335                  1                        
841.484                  1                        
837.196                  1                        
827.188                  1                        
830.726                  1                        
832.555                  1                        
834.705                  1                        
839.484                  1                        
845.29                   1                        
848.061                  1                        
851.34                   1                        
850.167                  1                        
861.39                   1                        
860.5                    1                        
857.923                  1                        
854.67                   1                        
853.977                  1                        
850.051                  1                        
855.847                  1                        
859.248                  1                        
861.527                  1                        
861.032                  1                        
854.281                  1                        
860.412                  1                        
868.746                  1                        
861.489                  1                        
868.844                  1                        
872.325                  1                        
878.057                  1                        
875.398                  1                        
868.804                  1                        
865.345                  1                        
863.763                  1                        
872.883                  1                        
883.467                  1                        
892.373                  1                        
892.512                  1                        
886.918                  1                        
897.505                  1                        
898.357                  1                        
900.476                  1                        
896.372                  1                        
897.292                  1                        
887.975                  1                        
882.684                  1                        
879.711                  1                        
884.143                  1                        
883.369                  1                        
881.75                   1                        
891.839                  1                        
883.745                  1                        
886.2                    1                        
881.533                  1                        
877.556                  1                        
872.51                   1                        
866.389                  1                        
865.756                  1                        
868.414                  1                        
867.354                  1                        
872.802                  1                        
871.63                   1                        
872.293                  1                        
871.188                  1                        
859.848                  1                        
852.229                  1                        
853.863                  1                        
866.638                  1                        
870.249                  1                        
872.997                  1                        
877.59                   1                        
872.53                   1                        
874.668                  1                        
888.666                  1                        
884.921                  1                        
878.021                  1                        
873.311                  1                        
884.089                  1                        
883.9                    1                        
876.279                  1                        
874.213                  1                        
878.558                  1                        
884.571                  1                        
881.215                  1                        
879.319                  1                        
877.257                  1                        
880.651                  1                        
881.645                  1                        
886.526                  1                        
892.852                  1                        
896.526                  1                        
900.44                   1                        
893.997                  1                        
891.318                  1                        
891.571                  1                        
888.981                  1                        
887.745                  1                        
892.715                  1                        
893.983                  1                        
882.342                  1                        
877.593                  1                        
885.557                  1                        
879.337                  1                        
872.602                  1                        
873.775                  1                        
874.534                  1                        
862.457                  1                        
862.19                   1                        
858.723                  1                        
851.503                  1                        
844.927                  1                        
844.594                  1                        
838.716                  1                        
843.355                  1                        
839.548                  1                        
831.839                  1                        
826.979                  1                        
830.424                  1                        
831.967                  1                        
831.642                  1                        
835.912                  1                        
828.295                  1                        
819.233                  1                        
818.453                  1                        
826.03                   1                        
818.47                   1                        
818.826                  1                        
810.895                  1                        
813.961                  1                        
819.464                  1                        
816.759                  1                        
818.644                  1                        
823.023                  1                        
819.185                  1                        
823.078                  1                        
822.088                  1                        
819.854                  1                        
828.001                  1                        
832.845                  1                        
832.145                  1                        
836.03                   1                        
837.423                  1                        
838.098                  1                        
838.417                  1                        
836.879                  1                        
835.094                  1                        
838.778                  1                        
838.605                  1                        
843.053                  1                        
832.464                  1                        
839.491                  1                        
835.573                  1                        
845.749                  1                        
835.299                  1                        
830.788                  1                        
821.128                  1                        
823.139                  1                        
824.394                  1                        
825.418                  1                        
831.793                  1                        
832.17                   1                        
835.772                  1                        
842.288                  1                        
838.514                  1                        
848.447                  1                        
850.441                  1                        
851.505                  1                        
849.129                  1                        
852.786                  1                        
846.706                  1                        
839.487                  1                        
851.47                   1                        
848.182                  1                        
854.184                  1                        
859.665                  1                        
866.072                  1                        
860.605                  1                        
853.715                  1                        
847.019                  1                        
852.11                   1                        
846.561                  1                        
850.398                  1                        
853.336                  1                        
863.053                  1                        
856.324                  1                        
866.124                  1                        
857.699                  1                        
854.368                  1                        
853.088                  1                        
857.377                  1                        
853.34                   1                        
862.484                  1                        
862.589                  1                        
865.067                  1                        
864.448                  1                        
873.467                  1                        
868.24                   1                        
865.804                  1                        
867.231                  1                        
871.514                  1                        
868.415                  1                        
867.201                  1                        
853.424                  1                        
852.013                  1                        
843.777                  1                        
838.652                  1                        
838.801                  1                        
833.944                  1                        
833.477                  1                        
828.615                  1                        
823.47                   1                        
825.79                   1                        
824.369                  1                        
826.164                  1                        
823.728                  1                        
822.39                   1                        
825.558                  1                        
824.621                  1                        
829.551                  1                        
834.231                  1                        
843.204                  1                        
844.164                  1                        
844.778                  1                        
844.775                  1                        
836.402                  1                        
833.669                  1                        
832.095                  1                        
834.022                  1                        
830.189                  1                        
824.626                  1                        
822.578                  1                        
825.301                  1                        
829.431                  1                        
827.346                  1                        
833.29                   1                        
839.186                  1                        
842.959                  1                        
842.511                  1                        
847.624                  1                        
854.109                  1                        
859.554                  1                        
867.995                  1                        
859.358                  1                        
861.544                  1                        
855.302                  1                        
858.003                  1                        
861.917                  1                        
864.472                  1                        
855.209                  1                        
856.439                  1                        
852.077                  1                        
854.344                  1                        
850.296                  1                        
850.953                  1                        
849.334                  1                        
852.418                  1                        
844.852                  1                        
840.717                  1                        
840.76                   1                        
849.66                   1                        
846.451                  1                        
843                      1                        
845.171                  1                        
836.086                  1                        
829.929                  1                        
828.438                  1                        
832.384                  1                        
831.113                  1                        
817.973                  1                        
815.481                  1                        
804.744                  1                        
813.504                  1                        
807.85                   1                        
807.226                  1                        
803.798                  1                        
807.55                   1                        
810.963                  1                        
815.13                   1                        
811.557                  1                        
804.774                  1                        
806.609                  1                        
807.054                  1                        
795.392                  1                        
801.786                  1                        
801.928                  1                        
808.316                  1                        
803.65                   1                        
807.687                  1                        
805.25                   1                        
808.256                  1                        
802.911                  1                        
793.13                   1                        
803.912                  1                        
804.953                  1                        
801.043                  1                        
795.863                  1                        
797.268                  1                        
800.738                  1                        
805.894                  1                        
812.295                  1                        
812.378                  1                        
808.197                  1                        
814.435                  1                        
816.781                  1                        
810.4                    1                        
807.18                   1                        
808.176                  1                        
810.411                  1                        
809.146                  1                        
810.746                  1                        
811.489                  1                        
800.405                  1                        
807.623                  1                        
802.099                  1                        
793.473                  1                        
787.334                  1                        
787.353                  1                        
795.408                  1                        
794.183                  1                        
792.223                  1                        
789.832                  1                        
794.946                  1                        
805.649                  1                        
798.129                  1                        
810.019                  1                        
817.506                  1                        
817.345                  1                        
812.736                  1                        
821.766                  1                        
817.82                   1                        
819.488                  1                        
823.122                  1                        
824.989                  1                        
819.696                  1                        
814.68                   1                        
814.483                  1                        
811.294                  1                        
817.119                  1                        
825.929                  1                        
829.557                  1                        
823.853                  1                        
817.977                  1                        
819.265                  1                        
819.26                   1                        
821.956                  1                        
825.548                  1                        
819.55                   1                        
811.584                  1                        
816.982                  1                        
814.881                  1                        
813.308                  1                        
812.627                  1                        
813.379                  1                        
814.102                  1                        
812.549                  1                        
815.59                   1                        
807.669                  1                        
808.286                  1                        
811.68                   1                        
808.052                  1                        
797.859                  1                        
795.305                  1                        
802.062                  1                        
809.895                  1                        
815.49                   1                        
823.844                  1                        
824.628                  1                        
818.041                  1                        
815.951                  1                        
813.771                  1                        
819.059                  1                        
824.499                  1                        
835.955                  1                        
827.828                  1                        
829.605                  1                        
822.813                  1                        
825.075                  1                        
815.827                  1                        
816.393                  1                        
817.452                  1                        
825.662                  1                        
822.151                  1                        
824.932                  1                        
826.987                  1                        
828.793                  1                        
829.529                  1                        
828.348                  1                        
826.603                  1                        
831.533                  1                        
828.362                  1                        
832.495                  1                        
843.889                  1                        
850.972                  1                        
856.047                  1                        
861.466                  1                        
859.321                  1                        
856.923                  1                        
854.403                  1                        
862.703                  1                        
868.014                  1                        
860.458                  1                        
865.433                  1                        
861.679                  1                        
860.831                  1                        
852.835                  1                        
848.757                  1                        
849.024                  1                        
849.095                  1                        
854.539                  1                        
863.501                  1                        
862.782                  1                        
871.413                  1                        
857.309                  1                        
856.459                  1                        
864.11                   1                        
858.351                  1                        
860.182                  1                        
863.482                  1                        
861.73                   1                        
861.267                  1                        
858.73                   1                        
863.543                  1                        
857.212                  1                        
861.925                  1                        
865.444                  1                        
873.883                  1                        
872.422                  1                        
871.697                  1                        
869.341                  1                        
868.561                  1                        
867.711                  1                        
859.445                  1                        
857.59                   1                        
860.388                  1                        
866.777                  1                        
866.798                  1                        
861.921                  1                        
855.274                  1                        
850.335                  1                        
856.128                  1                        
860.137                  1                        
849.267                  1                        
846.631                  1                        
847.475                  1                        
838.174                  1                        
837.387                  1                        
840.774                  1                        
841.614                  1                        
844.4                    1                        
838.91                   1                        
836.78                   1                        
839.278                  1                        
842.183                  1                        
838.625                  1                        
845.602                  1                        
845.977                  1                        
845.527                  1                        
840.934                  1                        
847.955                  1                        
851.367                  1                        
853.176                  1                        
856.885                  1                        
849.436                  1                        
847.933                  1                        
850.25                   1                        
851.398                  1                        
858.553                  1                        
857.303                  1                        
858.998                  1                        
870.982                  1                        
873.663                  1                        
879.53                   1                        
880.694                  1                        
884.021                  1                        
880.912                  1                        
877.384                  1                        
883.307                  1                        
878.25                   1                        
865.367                  1                        
862.65                   1                        
864.842                  1                        
866.411                  1                        
873.015                  1                        
867.709                  1                        
866.366                  1                        
858.961                  1                        
865.556                  1                        
863.393                  1                        
866.747                  1                        
872.722                  1                        
864.92                   1                        
868.639                  1                        
870.523                  1                        
869.718                  1                        
872.241                  1                        
879.847                  1                        
879.195                  1                        
884.157                  1                        
879.05                   1                        
878.15                   1                        
880.99                   1                        
876.2                    1                        
875.878                  1                        
880.37                   1                        
880.322                  1                        
890.643                  1                        
891.245                  1                        
895.025                  1                        
889.109                  1                        
895.281                  1                        
895.406                  1                        
890.671                  1                        
888.299                  1                        
888.388                  1                        
875.999                  1                        
875.562                  1                        
879.68                   1                        
870.998                  1                        
863.604                  1                        
870.355                  1                        
867.95                   1                        
863.314                  1                        
861.749                  1                        
857.252                  1                        
859.116                  1                        
871.634                  1                        
870.027                  1                        
872.916                  1                        
872.598                  1                        
876.715                  1                        
878.915                  1                        
880.624                  1                        
884.047                  1                        
885.145                  1                        
881.117                  1                        
878.497                  1                        
875.693                  1                        
883.78                   1                        
891.301                  1                        
889.408                  1                        
896.193                  1                        
894.72                   1                        
894.174                  1                        
885.069                  1                        
880.65                   1                        
877.512                  1                        
872.927                  1                        
879.523                  1                        
874.162                  1                        
872.975                  1                        
877.462                  1                        
868.196                  1                        
871.227                  1                        
862.788                  1                        
873.539                  1                        
880.022                  1                        
879.339                  1                        
884.15                   1                        
889.879                  1                        
882.326                  1                        
886.168                  1                        
881.085                  1                        
876.967                  1                        
871.819                  1                        
868.748                  1                        
861.103                  1                        
867.755                  1                        
866.136                  1                        
856.12                   1                        
847.977                  1                        
845.941                  1                        
841.142                  1                        
844.205                  1                        
843.785                  1                        
838.699                  1                        
832.715                  1                        
827.107                  1                        
822.06                   1                        
819.371                  1                        
824.733                  1                        
821.661                  1                        
823.222                  1                        
829.343                  1                        
837.51                   1                        
830.023                  1                        
821.604                  1                        
824.703                  1                        
834.388                  1                        
831.372                  1                        
833.148                  1                        
823.417                  1                        
825.681                  1                        
835.25                   1                        
837.642                  1                        
835.703                  1                        
841.891                  1                        
835.979                  1                        
842.174                  1                        
840.07                   1                        
835.331                  1                        
831.605                  1                        
820.519                  1                        
823.748                  1                        
820.086                  1                        
827.266                  1                        
821.466                  1                        
825.075                  1                        
817.144                  1                        
818.387                  1                        
815.665                  1                        
812.091                  1                        
806.075                  1                        
811.991                  1                        
808.032                  1                        
807.245                  1                        
804.129                  1                        
811.234                  1                        
808.904                  1                        
812.869                  1                        
809.094                  1                        
808.094                  1                        
810.642                  1                        
805.299                  1                        
809.357                  1                        
815.958                  1                        
810.373                  1                        
803.645                  1                        
807.059                  1                        
815.107                  1                        
806.987                  1                        
804.892                  1                        
805.084                  1                        
801.796                  1                        
807.8                    1                        
804.221                  1                        
799.197                  1                        
810.868                  1                        
816.432                  1                        
814.376                  1                        
806.336                  1                        
808.222                  1                        
800.507                  1                        
808.324                  1                        
812.947                  1                        
812.902                  1                        
800.655                  1                        
798.574                  1                        
803.261                  1                        
792.422                  1                        
781.673                  1                        
780.81                   1                        
774.447                  1                        
782.308                  1                        
791.212                  1                        
783.832                  1                        
789.265                  1                        
785.315                  1                        
783.588                  1                        
777.18                   1                        
776.398                  1                        
771.628                  1                        
767.823                  1                        
778.754                  1                        
778.359                  1                        
777.153                  1                        
776.949                  1                        
767.764                  1                        
773.832                  1                        
775.924                  1                        
773.66                   1                        
779.938                  1                        
786.409                  1                        
781.614                  1                        
788.265                  1                        
784.527                  1                        
775.838                  1                        
768.457                  1                        
763.312                  1                        
763.713                  1                        
762.311                  1                        
757.07                   1                        
759.775                  1                        
767.831                  1                        
763.227                  1                        
767.62                   1                        
759.279                  1                        
755.642                  1                        
763.046                  1                        
773.507                  1                        
781.217                  1                        
784.837                  1                        
783.421                  1                        
781.761                  1                        
781.565                  1                        
784.247                  1                        
788.616                  1                        
789.552                  1                        
787.282                  1                        
786.125                  1                        
783.931                  1                        
778.875                  1                        
784.607                  1                        
789.524                  1                        
797.683                  1                        
793.174                  1                        
799.18                   1                        
801.782                  1                        
800.761                  1                        
799.974                  1                        
800.644                  1                        
789.936                  1                        
793.858                  1                        
790.28                   1                        
789.802                  1                        
789.492                  1                        
784.224                  1                        
785.506                  1                        
787.774                  1                        
788.726                  1                        
793.672                  1                        
796.127                  1                        
800.866                  1                        
805.196                  1                        
816.972                  1                        
815.5                    1                        
819.846                  1                        
824.132                  1                        
821.633                  1                        
813.438                  1                        
817.128                  1                        
812.21                   1                        
817.778                  1                        
811.755                  1                        
808.467                  1                        
809.164                  1                        
816.075                  1                        
812.835                  1                        
816.824                  1                        
807.389                  1                        
805.579                  1                        
809.152                  1                        
794.399                  1                        
802.011                  1                        
796.453                  1                        
794.064                  1                        
788.218                  1                        
788.033                  1                        
792.517                  1                        
793.423                  1                        
797.68                   1                        
793.604                  1                        
794.82                   1                        
796.184                  1                        
