weights			sign			<n>			<n+ n->
2055.57			1			1.49229			0.49404
22287.6			1			1.49616			0.497247
41947			1			1.49991			0.499943
534.028			1			1.49565			0.497138
1716.73			1			1.436			0.453315
58079.8			1			1.01966			0.155119
8026.74			1			1.00115			0.139635
509703			1			1.0006			0.130386
6439.97			1			1.0459			0.148513
162609			1			1.49467			0.495942
183373			1			1.18008			0.245968
144449			1			1.00106			0.146016
122382			1			1.00025			0.141191
1462.09			1			1.00244			0.137641
3427.58			1			1.00448			0.138301
4166.91			1			1.00793			0.136697
593.878			1			1.00884			0.14331
55957.3			1			1.43484			0.453182
155.768			1			1.48185			0.486606
1713.74			1			1.38767			0.422161
43880.1			1			1.49872			0.499057
115.921			1			1.45442			0.466217
13954.8			1			1.43033			0.450594
194.074			1			1.49742			0.498332
19018.8			1			1.49995			0.499959
8229.03			1			1.1757			0.277412
8676.78			1			1.03979			0.163215
502209			1			1.00587			0.108263
2.89909e+06			1			1.27891			0.356268
18756.8			1			1.30156			0.365143
6198.67			1			1.02008			0.16458
106.324			1			1.0721			0.211758
2.00186e+06			1			1.49211			0.494415
1142.93			1			1.4999			0.499941
2502.81			1			1.48002			0.485446
483.571			1			1.46986			0.479172
7066.37			1			1.22868			0.301121
4.09616e+07			1			1.00031			0.0932871
81704.9			1			1.00071			0.102514
7817.03			1			1.00972			0.150896
77.8511			1			1.03406			0.180052
148282			1			1.29564			0.343111
3787.63			1			1.49948			0.499642
2.34707e+06			1			1.49602			0.497231
107.214			1			1.45841			0.469668
55908.6			1			1.32193			0.376101
153.11			1			1.37013			0.408206
571.502			1			1.29853			0.352338
1237.78			1			1.49984			0.499886
137.369			1			1.49163			0.494384
186302			1			1.49924			0.499455
827.543			1			1.4244			0.447881
27293.8			1			1.49994			0.499959
83.8406			1			1.49718			0.497952
101841			1			1.49829			0.49867
33002.4			1			1.49832			0.498773
79.2188			1			1.45048			0.464021
277.687			1			1.4964			0.497272
37.7355			1			1.2478			0.324551
3.27189e+06			1			1.49645			0.497174
283.831			1			1.32501			0.37702
2489.69			1			1.06431			0.174684
252424			1			1.43227			0.44447
3319.25			1			1.49793			0.498511
45049.7			1			1.49951			0.499606
34843.3			1			1.5			0.499997
3512.96			1			1.49386			0.495508
524.421			1			1.49967			0.499787
6077.88			1			1.49649			0.497428
556803			1			1.49922			0.49944
364.058			1			1.49855			0.498999
2340.97			1			1.48551			0.490256
557.248			1			1.49988			0.499914
53470.3			1			1.49864			0.498926
312.787			1			1.49886			0.499221
462860			1			1.49987			0.499904
13753.2			1			1.49988			0.499902
41722.5			1			1.49801			0.498611
373281			1			1.49938			0.499574
1981.76			1			1.49911			0.499329
166691			1			1.49903			0.499282
10652.1			1			1.19967			0.280019
3293.15			1			1.00597			0.125912
5698.09			1			1.00231			0.144178
6209.13			1			1.00271			0.134541
31.4597			1			1.01789			0.167203
153904			1			1.43158			0.451129
1086.81			1			1.49985			0.49989
1617.2			1			1.49958			0.499735
8.69786			1			1.49782			0.498523
4162.77			1			1.15102			0.248803
1.91573e+06			1			1.00058			0.101018
191782			1			1.00229			0.101098
28001.5			1			1.03091			0.162526
203.59			1			1.03845			0.159691
18442.5			1			1.46738			0.478918
1.21256e+06			1			1.4995			0.499651
5750.4			1			1.4981			0.498525
5585.46			1			1.47001			0.476945
1051.76			1			1.408			0.437913
525587			1			1.4942			0.496723
944.108			1			1.22169			0.315791
1059.74			1			1.25444			0.331493
274526			1			1.00476			0.131078
2498.69			1			1.02114			0.131959
2398.07			1			1.03975			0.160313
1.36685e+07			1			1.0003			0.105888
189.847			1			1.00269			0.128457
5768.25			1			1.0339			0.152567
199.052			1			1.0037			0.159575
2128.88			1			1.00803			0.144986
1.68438e+07			1			1.00064			0.129432
4729.79			1			1.02112			0.159854
549.626			1			1.00546			0.11791
189514			1			1.3498			0.394028
1106.41			1			1.22627			0.297458
31132			1			1.00208			0.119351
160345			1			1.3746			0.409841
12883.8			1			1.49871			0.499092
202915			1			1.49821			0.498544
20912.8			1			1.49924			0.499361
13476.7			1			1.44822			0.457928
65395.3			1			1.49948			0.499631
13199.4			1			1.49483			0.496248
1355.08			1			1.49635			0.497516
24643.1			1			1.49507			0.495895
398616			1			1.49655			0.497009
118.742			1			1.4039			0.43201
11795.7			1			1.06545			0.1839
713.947			1			1.00716			0.141936
5.16621e+06			1			1.01858			0.133719
127597			1			1.26491			0.330222
53971.5			1			1.49996			0.499973
539.569			1			1.46805			0.478512
70211.3			1			1.4885			0.490782
126917			1			1.49838			0.498708
38.7018			1			1.49921			0.499457
30436.2			1			1.47097			0.480133
26811.1			1			1.49853			0.49894
29008.9			1			1.10044			0.223495
3.74774e+06			1			1.00019			0.109063
5509.79			1			1.0017			0.13424
24543.6			1			1.24			0.310466
417.149			1			1.45196			0.468919
337.303			1			1.14466			0.240425
63.4134			1			1.01542			0.152448
1604.15			1			1.00713			0.14986
37191.3			1			1.01651			0.131485
399678			1			1.00105			0.102383
807357			1			1.00033			0.122042
1010.04			1			1.00321			0.14901
112.973			1			1.01811			0.156891
276558			1			1.45817			0.47529
35921.8			1			1.49568			0.496461
49902.4			1			1.49953			0.499647
723.23			1			1.4838			0.488705
90460.4			1			1.49986			0.499892
345.797			1			1.27004			0.343176
12069.9			1			1.49904			0.499369
45152.8			1			1.24014			0.308588
431062			1			1.49963			0.4997
463.871			1			1.49589			0.497053
1.33681e+06			1			1.4999			0.499923
1009.25			1			1.49993			0.49995
1.21499e+06			1			1.49998			0.499981
129.029			1			1.49639			0.497381
31371.9			1			1.23654			0.306436
326199			1			1.00104			0.117218
65187.4			1			1.14922			0.245257
4999.38			1			1.49021			0.493677
1538.22			1			1.48631			0.489421
4711.97			1			1.46548			0.475453
140740			1			1.49947			0.499638
6514.5			1			1.4749			0.481052
48099.7			1			1.49701			0.497639
7181.04			1			1.47361			0.479531
262.05			1			1.49847			0.498804
1.00033e+06			1			1.08581			0.177332
2798.75			1			1.00925			0.136016
1.46952e+06			1			1.00748			0.134719
51484.8			1			1.00029			0.112311
1882.06			1			1.00275			0.144264
11970.2			1			1.07915			0.19006
15215.6			1			1.44175			0.457591
64150.3			1			1.49996			0.499972
8741.85			1			1.40891			0.43079
451.87			1			1.02609			0.162379
572154			1			1.42968			0.447624
3484.35			1			1.44229			0.457784
17416.4			1			1.20273			0.284292
6.13278e+06			1			1.00021			0.113392
30925			1			1.01203			0.148381
14330.8			1			1.02293			0.149283
1.85344e+08			1			1.0042			0.107551
320372			1			1.00363			0.0961137
3.75526e+06			1			1.05059			0.160071
1448.07			1			1.00168			0.140245
10.9251			1			1.01837			0.155532
273.939			1			1.08061			0.197417
284977			1			1.00177			0.132871
3.32428e+07			1			1.00023			0.100744
14487.7			1			1.00698			0.134459
10642.1			1			1.01171			0.121081
1.16159e+06			1			1.0005			0.122216
151.068			1			1.00154			0.149328
4509.93			1			1.2397			0.303448
64477.9			1			1.49919			0.499327
55.995			1			1.32404			0.372703
243.457			1			1.20787			0.297661
60232.2			1			1.49743			0.497926
1973.65			1			1.49928			0.499448
14578.1			1			1.49985			0.499886
1055.21			1			1.16298			0.261213
2872.61			1			1.44786			0.45676
105471			1			1.49547			0.496287
97.8296			1			1.49986			0.499902
67564.7			1			1.49981			0.499863
12567			1			1.35821			0.391323
286.028			1			1.00371			0.131902
789.014			1			1.02589			0.164679
5275.29			1			1.0062			0.13038
4.76424e+06			1			1.00961			0.128505
47628.1			1			1.01032			0.12628
34855.3			1			1.00141			0.124654
3.754e+06			1			1.00019			0.0927646
12251.6			1			1.00107			0.143622
4700.18			1			1.00631			0.146908
487431			1			1.00053			0.126864
142481			1			1.01038			0.125224
3094.42			1			1.00327			0.139966
179.83			1			1.13766			0.253012
9795.56			1			1.49952			0.499701
1369.08			1			1.49204			0.49446
78292.5			1			1.49909			0.499374
685.563			1			1.47474			0.481818
20876.2			1			1.49989			0.499918
225.084			1			1.49129			0.493642
49463.5			1			1.49946			0.499588
9141.16			1			1.47932			0.484587
905127			1			1.49663			0.497256
4.42887e+06			1			1.5			0.499996
512.772			1			1.49175			0.494334
1184.32			1			1.49379			0.495813
3214.36			1			1.326			0.381064
27058.2			1			1.00071			0.124248
181156			1			1.26275			0.323313
107552			1			1.49982			0.499854
365966			1			1.48541			0.488077
106.927			1			1.49086			0.492571
45857.1			1			1.43853			0.454419
10601.2			1			1.49999			0.499995
14.9595			1			1.24187			0.315836
14648.1			1			1.0159			0.143957
6679.94			1			1.04013			0.159103
15.6928			1			1.02634			0.178909
15780.2			1			1.34951			0.399958
37812.3			1			1.4998			0.499865
1.30539e+07			1			1.08792			0.176127
138644			1			1.02707			0.171429
116003			1			1.00138			0.113569
666.226			1			1.02512			0.154049
707.235			1			1.01446			0.145282
423.077			1			1.0092			0.153856
1956.97			1			1.01814			0.153136
256082			1			1.02446			0.159434
1.90092e+07			1			1.00017			0.100199
14196.7			1			1.0159			0.124319
1022.61			1			1.04771			0.191864
1.92201e+06			1			1.03755			0.141428
1.97425e+06			1			1.08498			0.168214
460023			1			1.49594			0.49738
25953			1			1.31089			0.359175
69.8448			1			1.06335			0.168337
556.22			1			1.126			0.236471
1296.48			1			1.01215			0.140799
86.5674			1			1.00388			0.146634
16.0853			1			1.08481			0.203726
12949			1			1.36383			0.390693
41.6192			1			1.33715			0.385493
6984.87			1			1.42816			0.449963
1135.51			1			1.49991			0.499943
5922			1			1.44064			0.45885
16916.4			1			1.49911			0.499328
28046			1			1.49422			0.495914
9927.07			1			1.48916			0.491853
967986			1			1.49958			0.499714
3023.41			1			1.49703			0.49796
518427			1			1.48644			0.490137
60.8648			1			1.49853			0.498852
590362			1			1.49928			0.499495
265.148			1			1.47021			0.476959
3479.31			1			1.07675			0.198542
2.16606			1			1.01608			0.192358
17.3853			1			1.08503			0.218444
4117.29			1			1.12483			0.229139
74986.8			1			1.26612			0.325097
252435			1			1.49307			0.495062
170.538			1			1.48346			0.486929
16553.1			1			1.4959			0.497596
28871.5			1			1.49789			0.498449
1684.36			1			1.49821			0.498662
692.531			1			1.48957			0.49189
1556.81			1			1.49797			0.498548
1145.78			1			1.49819			0.498649
33841.7			1			1.49747			0.49819
10488.1			1			1.47787			0.484223
246.582			1			1.4969			0.497741
115230			1			1.04895			0.146765
2.94517e+06			1			1.00061			0.128976
464.553			1			1.00353			0.151795
6244.75			1			1.00354			0.133654
427654			1			1.00199			0.0993697
35.8922			1			1.06825			0.204731
83333.7			1			1.46779			0.476742
103.177			1			1.3951			0.416532
2.11271e+06			1			1.48066			0.489297
467.725			1			1.48461			0.487789
230767			1			1.48902			0.491834
9100.51			1			1.49232			0.494303
35148.9			1			1.4942			0.495452
1646.71			1			1.48902			0.491959
83427			1			1.49915			0.499504
4168.97			1			1.24103			0.3189
14944.8			1			1.49528			0.496677
2027.3			1			1.44741			0.462369
9414.27			1			1.49702			0.498082
1156.47			1			1.48			0.484657
14028.5			1			1.49961			0.499705
5.73611e+06			1			1.12406			0.209183
819783			1			1.00134			0.116065
3584.5			1			1.00635			0.136602
20105.7			1			1.41296			0.436582
2925.77			1			1.49976			0.499812
54.6638			1			1.49859			0.499028
16348.2			1			1.49509			0.496422
10584.8			1			1.4976			0.498225
2109.91			1			1.49794			0.498347
4660.95			1			1.48621			0.490111
37775.7			1			1.4998			0.499859
53341.4			1			1.49996			0.499975
281.139			1			1.49806			0.49893
7540			1			1.48263			0.486593
419568			1			1.49997			0.49998
52.7809			1			1.49507			0.4962
6.78286e+06			1			1.49633			0.497527
1.86832			1			1.38624			0.424064
108488			1			1.47484			0.479677
290.209			1			1.4285			0.449392
159267			1			1.00356			0.132921
2.25568e+06			1			1.00038			0.117728
97.6486			1			1.00412			0.151764
155.131			1			1.02103			0.154822
5773.54			1			1.24728			0.319924
328459			1			1.49344			0.495025
51269.5			1			1.49577			0.496598
15831			1			1.49681			0.497857
2160.62			1			1.47413			0.480571
209296			1			1.19252			0.263223
21714.2			1			1.00251			0.137422
388589			1			1.00324			0.115272
2.38173e+07			1			1.00244			0.118296
4705.85			1			1.01336			0.124711
106.829			1			1.03588			0.170377
22649.8			1			1.0355			0.15242
10138.8			1			1.07269			0.198854
13783.5			1			1.00222			0.137113
109947			1			1.00813			0.14014
27257.9			1			1.00072			0.124815
1.40376e+06			1			1.00084			0.112347
2389.64			1			1.0033			0.135031
31642.9			1			1.46157			0.474005
37.4121			1			1.49178			0.494102
3131.11			1			1.10454			0.217401
8725.34			1			1.36145			0.389521
90778.1			1			1.48986			0.491096
1889.74			1			1.4651			0.473232
4.49721			1			1.15859			0.268077
21704.8			1			1.419			0.442621
27124.9			1			1.49629			0.497178
21752.4			1			1.49906			0.499272
126203			1			1.49682			0.497561
364.816			1			1.24738			0.302596
323308			1			1.00645			0.12232
1.19954e+06			1			1.00353			0.122417
125837			1			1.00034			0.121426
1332.9			1			1.00528			0.145886
70.7349			1			1.02315			0.181722
16489.6			1			1.26438			0.33687
34289.2			1			1.49998			0.499983
189098			1			1.49917			0.499406
500.198			1			1.49956			0.499714
629057			1			1.49658			0.497154
86088.8			1			1.49988			0.499916
3162.1			1			1.48596			0.490041
5016.99			1			1.49897			0.499227
580251			1			1.49153			0.493031
2067.78			1			1.49519			0.49671
24421.4			1			1.01271			0.127304
2.29313e+06			1			1.00477			0.13205
1286.66			1			1.00658			0.127272
1.24802e+06			1			1.01414			0.120542
3304.58			1			1.00899			0.131603
494041			1			1.00097			0.137477
30660.4			1			1.00085			0.107217
10960.3			1			1.0151			0.137993
207.696			1			1.01516			0.15594
152.589			1			1.01603			0.145743
6870.17			1			1.01693			0.134353
6101.42			1			1.02176			0.146714
7945.26			1			1.0032			0.148888
351175			1			1.0047			0.119606
58078.7			1			1.00326			0.133171
877.126			1			1.0265			0.165259
98722.6			1			1.00252			0.115216
6.74414			1			1.00832			0.155789
284.809			1			1.01134			0.160286
45133.2			1			1.05652			0.181018
17.5941			1			1.012			0.144051
28.5542			1			1.41579			0.440769
2.18221e+06			1			1.0587			0.160086
1608.24			1			1.00347			0.127216
1833.38			1			1.00511			0.15228
7798.93			1			1.08659			0.198947
7001.6			1			1.4979			0.498619
33.2832			1			1.39922			0.429772
66795.5			1			1.49441			0.496022
45279			1			1.49849			0.498978
3438.28			1			1.49975			0.499814
115.49			1			1.42826			0.45043
16830			1			1.49921			0.4995
2204.41			1			1.48855			0.491668
32632.3			1			1.49879			0.499137
5058.3			1			1.48452			0.488762
1770.66			1			1.49981			0.499885
3065.68			1			1.45347			0.466772
9548.62			1			1.22244			0.282696
1.10888e+07			1			1.001			0.100951
16294.3			1			1.00011			0.135551
942.115			1			1.00437			0.138103
103807			1			1.38835			0.418945
579.099			1			1.49585			0.496977
31065.5			1			1.49974			0.499863
43.7333			1			1.49187			0.494396
1917.7			1			1.49999			0.499991
84.237			1			1.16896			0.271844
120735			1			1.00366			0.128747
9.37484e+06			1			1.00161			0.128082
512418			1			1.00007			0.103125
27002			1			1.00074			0.114173
11816			1			1.00063			0.115847
718.047			1			1.00503			0.141808
542641			1			1.0091			0.131887
319.633			1			1.00499			0.134084
1737.34			1			1.00979			0.137904
8420.92			1			1.02499			0.152192
83865.1			1			1.00163			0.134348
61465.8			1			1.00584			0.131961
2568.58			1			1.00536			0.134224
9160.54			1			1.3335			0.383286
25542.5			1			1.49981			0.499857
1641.1			1			1.45339			0.464453
8.5915e+06			1			1.06214			0.177388
105.748			1			1.00544			0.146204
37254.9			1			1.38316			0.413447
642.739			1			1.49867			0.499147
211750			1			1.48405			0.488322
13200.9			1			1.49821			0.498618
44374			1			1.42676			0.44592
119838			1			1.00812			0.108934
20109.1			1			1.00207			0.120752
129932			1			1.00948			0.127247
870.367			1			1.01375			0.159821
166.732			1			1.00512			0.146457
1.10075e+07			1			1.00133			0.116163
1255.11			1			1.04939			0.192665
3733.8			1			1.02828			0.149003
49948.5			1			1.00545			0.134327
321828			1			1.27293			0.343351
3788.43			1			1.49999			0.499994
73049.5			1			1.49996			0.499974
38888.7			1			1.4969			0.497607
95383.4			1			1.49536			0.496327
1540.15			1			1.49134			0.493258
4972.46			1			1.09507			0.203907
261.383			1			1.40587			0.428909
185492			1			1.4314			0.452554
3804.58			1			1.49509			0.496666
61163.4			1			1.17358			0.26318
64917			1			1.5			0.499997
144594			1			1.20994			0.298548
33023.5			1			1.02094			0.136382
731.265			1			1.23644			0.316077
6267.79			1			1.4094			0.434506
53730.9			1			1.49911			0.499289
306.672			1			1.48306			0.487935
430.941			1			1.08715			0.205865
1509.85			1			1.00637			0.14194
1.60497e+07			1			1.00106			0.113602
36423.8			1			1.00332			0.155783
63493.7			1			1.00355			0.136366
1.03768e+06			1			1.00287			0.103938
92497.7			1			1.00206			0.126524
355455			1			1.31579			0.363105
183260			1			1.49995			0.499959
1364.08			1			1.49867			0.499099
979.076			1			1.48736			0.490493
856.203			1			1.49992			0.49994
1402.48			1			1.48528			0.489407
55942.3			1			1.49817			0.498519
614.294			1			1.32755			0.363712
246.628			1			1.05836			0.183968
99.2887			1			1.32619			0.379745
44157.6			1			1.49995			0.499963
9.62566			1			1.37747			0.413479
5999.24			1			1.43531			0.449919
27975.1			1			1.4999			0.499927
244006			1			1.49987			0.499905
620.956			1			1.49428			0.495548
10208.5			1			1.49901			0.499443
116106			1			1.49991			0.499927
15.5975			1			1.48075			0.486041
15558			1			1.49853			0.498981
2128.36			1			1.48968			0.492456
323.202			1			1.49967			0.4998
667.136			1			1.49889			0.499267
266279			1			1.49974			0.499799
1446.27			1			1.48474			0.488793
19303.7			1			1.49388			0.495802
8249.37			1			1.4995			0.499616
288783			1			1.47344			0.481672
242.334			1			1.49356			0.495799
2389.77			1			1.40059			0.423164
5300.65			1			1.49997			0.499978
41281.8			1			1.4973			0.498001
1531.64			1			1.49957			0.499691
23905.8			1			1.49062			0.493285
10.7507			1			1.45823			0.46829
4.59512e+08			1			1.03888			0.127428
44572.5			1			1.00025			0.120539
776.918			1			1.00105			0.166794
686.638			1			1.02285			0.147413
3.64974e+08			1			1.00097			0.0992142
950.895			1			1.13781			0.237002
1516.25			1			1.49996			0.499976
4.43295			1			1.46403			0.476528
360.204			1			1.03751			0.193228
299760			1			1.00158			0.145949
745922			1			1.08151			0.165217
1148.76			1			1.00075			0.154189
9485.29			1			1.00406			0.128199
3636.69			1			1.00141			0.135222
262.32			1			1.03618			0.175432
1.44829e+09			1			1.07489			0.17928
6040.49			1			1.00211			0.123379
1259.51			1			1.00217			0.135172
3935.87			1			1.00285			0.127033
25859			1			1.00616			0.139325
22132.9			1			1.00423			0.153541
1.90509e+06			1			1.00285			0.121666
8485.72			1			1.00031			0.140033
1425.32			1			1.02762			0.153656
3.44038e+06			1			1.00386			0.129462
217144			1			1.00031			0.106393
1.23202e+06			1			1.00027			0.112729
2065.16			1			1.03183			0.165877
1.42488e+07			1			1.00139			0.108524
106805			1			1.00043			0.114321
22975.4			1			1.00048			0.124631
2770.26			1			1.00144			0.146626
49.3241			1			1.00525			0.163391
452.961			1			1.11161			0.219022
930312			1			1.48219			0.490527
129.946			1			1.39875			0.433309
32431.7			1			1.01069			0.123536
190857			1			1.01958			0.13015
11047.8			1			1.00252			0.113321
1.30986e+06			1			1.00051			0.111926
867.483			1			1.03121			0.181874
131.651			1			1.15312			0.266072
6471.33			1			1.49985			0.4999
825.435			1			1.48971			0.4933
8631.58			1			1.49869			0.498996
15478.6			1			1.49993			0.499948
8312.71			1			1.28631			0.337345
24758.1			1			1.44446			0.458056
673.563			1			1.32701			0.369881
12494.8			1			1.0134			0.134818
85602			1			1.00683			0.149691
8766.43			1			1.21461			0.288855
2651.37			1			1.49807			0.498523
2599.21			1			1.49409			0.495912
3929.25			1			1.4994			0.499543
41266.6			1			1.2821			0.3354
461540			1			1.00069			0.126666
2.50841e+06			1			1.00003			0.107837
3034.15			1			1.2215			0.300275
3171.97			1			1.49992			0.499941
4516.02			1			1.21575			0.298553
22587.5			1			1.18202			0.282437
568.133			1			1.49847			0.49868
1147.83			1			1.08963			0.206285
34.633			1			1.04841			0.189481
92101.5			1			1.46069			0.471022
1.6608e+06			1			1.49982			0.499887
2988.24			1			1.40426			0.421971
981.601			1			1.04524			0.183163
22009.2			1			1.00185			0.119716
577.105			1			1.10464			0.218607
494.787			1			1.10707			0.207558
2928.72			1			1.00905			0.132878
6761.27			1			1.02864			0.171616
90204.6			1			1.49586			0.497369
45555			1			1.49995			0.499966
40.0753			1			1.49699			0.498318
70768.4			1			1.0704			0.169148
381.865			1			1.01568			0.146581
128171			1			1.01292			0.131731
17433.7			1			1.002			0.136497
217059			1			1.00895			0.114748
76282.4			1			1.10428			0.194994
75.5773			1			1.47488			0.482656
203.657			1			1.02785			0.157921
1645.64			1			1.06324			0.183382
31296.2			1			1.48131			0.487239
26.0184			1			1.49055			0.493743
64036.8			1			1.48874			0.491644
2454.99			1			1.49984			0.499877
210242			1			1.4927			0.49423
1223.53			1			1.49999			0.499991
1440.56			1			1.49466			0.496287
3814.76			1			1.49942			0.499584
9441.57			1			1.20793			0.275746
6.75797e+06			1			1.0005			0.101697
1.5527e+07			1			1.0002			0.114043
795164			1			1.00032			0.108432
52.4975			1			1.00928			0.130543
1354.15			1			1.0347			0.15345
179430			1			1.00062			0.129861
2.01581e+06			1			1.00095			0.119975
59461.4			1			1.00174			0.119161
122490			1			1.00369			0.136747
27394.5			1			1.00685			0.163621
2669.16			1			1.13226			0.211858
310247			1			1.47414			0.480226
0.499539			1			1.42236			0.448916
1.72682e+06			1			1.44945			0.468344
3664.18			1			1.49974			0.499827
24712.8			1			1.49935			0.499461
126059			1			1.26756			0.328066
792568			1			1.49776			0.498281
792.903			1			1.49142			0.493933
10573.4			1			1.49978			0.499842
2258.19			1			1.41693			0.439372
50880.6			1			1.49976			0.499822
1755.18			1			1.49969			0.499809
74.5662			1			1.49837			0.498867
944.193			1			1.49928			0.499546
87.8509			1			1.49785			0.498588
3100.87			1			1.49951			0.499632
63879.7			1			1.49922			0.499421
6241.51			1			1.49984			0.499876
8551.77			1			1.49631			0.497277
62.9959			1			1.40889			0.435446
224539			1			1.31388			0.369234
29675.5			1			1.45742			0.466716
4021.31			1			1.01523			0.149528
1.27621e+06			1			1.014			0.125546
157130			1			1.00019			0.136891
188207			1			1.00608			0.124167
4375.75			1			1.0008			0.121661
407.968			1			1.22318			0.309949
205950			1			1.07129			0.169434
1.26742e+06			1			1.0008			0.121114
882591			1			1.00087			0.120753
16465.8			1			1.00035			0.103599
1091.26			1			1.01596			0.147183
1.57239e+08			1			1.00157			0.111921
2.8603e+09			1			1.00001			0.107004
20782.3			1			1.0004			0.115715
2.39049e+06			1			1.0006			0.151962
943.793			1			1.00484			0.16071
316247			1			1.00231			0.108765
20029.4			1			1.00043			0.111941
40934.2			1			1.00032			0.13883
340137			1			1.00035			0.144301
3.214e+06			1			1.00075			0.105996
73522.6			1			1.03451			0.156732
15803.6			1			1.05134			0.160539
27058.4			1			1.00135			0.126297
9.36416e+06			1			1.00074			0.118057
112191			1			1.00041			0.105845
1.88688e+06			1			1.00476			0.136247
1299.26			1			1.10209			0.234366
4082.36			1			1.26829			0.322675
13922.4			1			1.01883			0.155385
268692			1			1.4849			0.49168
3257.28			1			1.48071			0.486708
39421.1			1			1.49927			0.49942
504.037			1			1.48176			0.486846
26236.3			1			1.49948			0.499659
81027.5			1			1.18069			0.263502
580449			1			1.00223			0.14308
1635.95			1			1.00168			0.116047
3004.97			1			1.00525			0.143466
219.921			1			1.00456			0.140135
3.15164e+07			1			1.00154			0.120239
139817			1			1.12965			0.208204
427613			1			1.48613			0.488774
122.733			1			1.49499			0.49715
130080			1			1.49135			0.493384
749.893			1			1.45662			0.467723
1.09909e+06			1			1.49069			0.49372
0.356261			1			1.42031			0.449623
166.098			1			1.38131			0.421026
1110.31			1			1.49843			0.498894
3046.63			1			1.49699			0.497884
453.748			1			1.49025			0.492744
1602.51			1			1.4997			0.499771
123.79			1			1.49975			0.499828
18619.9			1			1.49059			0.493467
4.13828			1			1.39162			0.430416
345.497			1			1.01044			0.146908
1524.1			1			1.00954			0.127643
13.8902			1			1.1162			0.236319
204622			1			1.46531			0.472402
110.719			1			1.49478			0.496375
139669			1			1.49862			0.498926
15.8519			1			1.27719			0.351943
4761.08			1			1.01084			0.149474
107454			1			1.00518			0.135197
1261.1			1			1.0009			0.144809
34346.6			1			1.00882			0.126428
11853.8			1			1.00305			0.117753
6.59078e+06			1			1.29208			0.343109
148.336			1			1.49916			0.499549
255.724			1			1.34795			0.392123
39881			1			1.30023			0.357205
5069.33			1			1.49707			0.497803
872061			1			1.4987			0.499094
2107.25			1			1.16682			0.269485
13922.1			1			1.42055			0.441281
9088.16			1			1.4998			0.499864
9169.66			1			1.49913			0.499338
1283.67			1			1.48199			0.488013
1.77125e+06			1			1.49563			0.496862
141528			1			1.49975			0.499834
2709.15			1			1.49142			0.493291
22103.9			1			1.4903			0.492151
38617.9			1			1.20709			0.301158
13144.5			1			1.48405			0.488855
16983.9			1			1.49969			0.499773
16.1517			1			1.26445			0.339496
2292.2			1			1.36051			0.403278
2210.51			1			1.49245			0.494269
17061.5			1			1.49674			0.49757
48.483			1			1.49848			0.498972
338645			1			1.49982			0.49987
19172.1			1			1.11662			0.226643
1368.61			1			1.00678			0.141552
3578.76			1			1.01164			0.126983
13829.3			1			1.00499			0.132977
103431			1			1.00055			0.128512
129.123			1			1.03774			0.16452
2878.5			1			1.36498			0.400683
425855			1			1.49991			0.499934
475180			1			1.44483			0.459432
192.561			1			1.05127			0.171325
417811			1			1.42166			0.440313
39235.7			1			1.48204			0.484226
23847.6			1			1.01183			0.133636
25.5986			1			1.01312			0.162644
1106.3			1			1.0159			0.146209
3043.92			1			1.03533			0.176936
14842			1			1.00339			0.12451
846751			1			1.00307			0.109129
684.934			1			1.01374			0.146629
46214.7			1			1.00832			0.128375
327228			1			1.00387			0.12672
844674			1			1.00188			0.123166
3087.88			1			1.20304			0.284842
2964.42			1			1.15404			0.256061
1.30782e+07			1			1.00071			0.105717
159827			1			1.00017			0.0967406
2148.06			1			1.04508			0.160171
1145.14			1			1.47448			0.48296
18764.8			1			1.49888			0.499247
5031.06			1			1.4993			0.499476
6284.48			1			1.49824			0.498714
862.947			1			1.4672			0.476377
4007.97			1			1.21288			0.28762
26537.4			1			1.27955			0.3609
692.419			1			1.49996			0.499968
267.253			1			1.25957			0.338515
1583.47			1			1.12356			0.221347
20084.4			1			1.2216			0.310856
1084.2			1			1.49983			0.499875
404628			1			1.23369			0.285473
773.878			1			1.00265			0.129437
245474			1			1.06753			0.185423
25.8436			1			1.00351			0.147087
66291.1			1			1.00071			0.1239
28.2178			1			1.0357			0.162046
6483.46			1			1.01045			0.153901
457778			1			1.00215			0.122594
489.226			1			1.01508			0.158282
2.84166e+06			1			1.00296			0.137039
140675			1			1.00017			0.126667
1.8305e+07			1			1.00344			0.129625
162.507			1			1.01388			0.15406
3.6545e+06			1			1.43648			0.454391
24.5957			1			1.46377			0.47666
2927.2			1			1.04916			0.17687
93.6657			1			1.01539			0.151377
3.17161e+06			1			1.01096			0.123754
3.74968e+07			1			1.00004			0.121675
190924			1			1.00035			0.11581
5.37738e+07			1			1.00171			0.0997009
1.74853e+06			1			1.00002			0.0981094
24937.6			1			1.00076			0.13355
36264.9			1			1.16013			0.250047
25505.5			1			1.00268			0.133487
3.99391e+06			1			1.00281			0.0915359
8347.73			1			1.00555			0.12974
508.245			1			1.01901			0.15765
21219.1			1			1.0213			0.155079
19297.4			1			1.0109			0.140649
9636.39			1			1.01492			0.127621
3182.55			1			1.00044			0.114117
91193.4			1			1.00168			0.139632
49.8732			1			1.06772			0.191908
10442.5			1			1.48904			0.492907
16363.1			1			1.49976			0.49983
42659.8			1			1.49943			0.499538
2362.55			1			1.49936			0.499547
581.203			1			1.49023			0.492648
