weights			sign
3.60578		1
14.9761		1
3.60578		1
14.9761		1
21.7959		1
94.7166		1
412.863		1
561.348		1
1016.49		1
1016.49		1
1976.34		1
2784.28		1
2469.5		1
1068.27		1
1962.07		1
2545.14		1
583.4		1
2545.14		1
11104.1		1
48445.8		1
92319.7		1
108511		1
24871.3		1
14079		1
25261.3		1
21885.6		1
15493.6		1
27448.8		1
58795		1
65695.8		1
53846.3		1
47846.6		1
27267.5		1
118964		1
189668		1
241455		1
113827		1
69447.3		1
59683.9		1
25868.7		1
45071.1		1
41064.5		1
44954.9		1
56385.8		1
105637		1
121592		1
55134.3		1
37558.1		1
29446.1		1
6750.39		1
29446.1		1
15845.1		1
11473		1
5077.67		1
1166.77		1
799.839		1
671.104		1
641.038		1
204.862		1
101.827		1
329.64		1
246.705		1
159.537		1
98.5078		1
347.445		1
286.978		1
108.228		1
67.2633		1
54.8666		1
39.3131		1
54.8666		1
38.9449		1
43.052		1
68.5854		1
85.4397		1
24.5161		1
10.5541		1
4.89336		1
6.90439		1
32.0004		1
14.8692		1
29.6362		1
29.6362		1
66.3948		1
527.728		1
170.028		1
311.438		1
95.0928		1
34.0883		1
19.1571		1
18.0055		1
18.0055		1
19.1571		1
68.6406		1
68.6406		1
68.6406		1
68.6406		1
66.4156		1
68.6406		1
44.4135		1
190.681		1
58.5925		1
58.5925		1
13.2121		1
8.8236		1
28.6125		1
29.1806		1
10.5072		1
8.78263		1
21.5669		1
20.1627		1
20.1627		1
19.6922		1
8.89609		1
18.2442		1
20.7445		1
18.2442		1
20.7445		1
18.2442		1
17.7971		1
18.2442		1
13.1628		1
15.2782		1
13.1628		1
32.5105		1
32.5105		1
7.9183		1
39.1082		1
39.1082		1
39.1082		1
4.51697		1
4.51697		1
3.3016		1
9.49434		1
3.20175		1
3.38885		1
3.20175		1
6.43652		1
6.43652		1
7.1192		1
23.1794		1
6.28833		1
2.62705		1
0.840061		1
0.598628		1
0.432285		1
0.768728		1
0.926431		1
0.571237		1
0.647712		1
1.07537		1
0.803371		1
0.775772		1
0.720246		1
1.57632		1
5.32106		1
3.96182		1
11.6141		1
11.2984		1
6.51822		1
4.12889		1
17.0413		1
14.0788		1
60.7551		1
32.0705		1
139.115		1
89.3615		1
20.8114		1
5.0995		1
7.8242		1
2.50997		1
7.8242		1
10.1197		1
18.6243		1
19.711		1
22.9077		1
30.4262		1
58.3974		1
75.6797		1
80.1126		1
52.1033		1
123.959		1
147.294		1
642.42		1
532.807		1
648.97		1
2831.18		1
12352		1
20041.5		1
13055.2		1
56958.3		1
47793.2		1
58239.1		1
26051		1
57374.6		1
70750.3		1
53612.1		1
12288.4		1
10013		1
14023.2		1
28556.2		1
38710		1
8872.99		1
6597.16		1
3101.94		1
4969.63		1
4252.5		1
6040.03		1
13612.4		1
10588		1
15432.4		1
10801.4		1
5754.86		1
5754.86		1
9568.1		1
41742.4		1
182116		1
321296		1
1.40178e+06		1
724866		1
452472		1
332798		1
332798		1
211847		1
151312		1
151312		1
329536		1
514996		1
596683		1
813761		1
813761		1
630489		1
839309		1
839309		1
518870		1
426007		1
97645.9		1
57165.8		1
34855.6		1
36830.8		1
36830.8		1
43874.1		1
57983.1		1
24225		1
27226.1		1
118784		1
131080		1
86985.1		1
213949		1
49038.8		1
213949		1
477515		1
267593		1
260723		1
436206		1
327984		1
75177.2		1
129527		1
110525		1
88640.3		1
137014		1
82430.3		1
63235.1		1
14517.8		1
6690.17		1
6690.17		1
1555.58		1
2072.64		1
2276.45		1
2843.47		1
2406.48		1
2724.03		1
2375.44		1
1023.55		1
575.537		1
1239.09		1
868.818		1
227.816		1
174.523		1
537.101		1
1193.4		1
3811.38		1
3811.38		1
1476.2		1
1683.8		1
4397.4		1
2207.7		1
5567.51		1
16832.5		1
16669.8		1
16634.4		1
3338.62		1
3327.09		1
3327.09		1
1723.38		1
1205.14		1
1248.7		1
1205.14		1
2765.42		1
9846.17		1
9846.17		1
2613.76		1
2613.76		1
820.742		1
785.611		1
306.759		1
445.481		1
383.203		1
1230.71		1
1230.71		1
579.234		1
1545.75		1
1545.75		1
4697.8		1
14697.1		1
11518.5		1
5357.47		1
9048.1		1
4688.2		1
5458.24		1
22066.9		1
22066.9		1
8298.97		1
29012.3		1
29012.3		1
83381.1		1
83381.1		1
83381.1		1
83381.1		1
22558.3		1
10110.9		1
8036.13		1
24486		1
9526.97		1
24886.7		1
24886.7		1
12068.2		1
16510.6		1
15112.6		1
4426.96		1
10882.7		1
10611.6		1
10550.2		1
10539.2		1
10550.2		1
31942.7		1
31942.7		1
3809.82		1
2012.05		1
2016.84		1
2382.18		1
2376.97		1
2382.18		1
5256.84		1
6607.77		1
2238.71		1
1387.92		1
10170.8		1
2732.49		1
804.942		1
173.536		1
173.536		1
119.59		1
249.516		1
249.516		1
601.547		1
1333.65		1
2262.09		1
2262.09		1
832.117		1
986.883		1
585.982		1
260.938		1
209.835		1
210.609		1
266.04		1
621.516		1
407.633		1
621.516		1
1007.83		1
1007.83		1
1691.09		1
1337.64		1
1283.88		1
4758.73		1
8121.36		1
1998.9		1
1252.5		1
2538.56		1
2538.56		1
639.542		1
538.047		1
240.75		1
116.718		1
467.032		1
133.77		1
339.141		1
1235.16		1
1153.85		1
313.73		1
1153.85		1
1937.92		1
1575.28		1
1597.52		1
1513.01		1
1127.94		1
941.236		1
1102.98		1
1018.26		1
507.93		1
557.645		1
386.825		1
378.195		1
434.908		1
271.983		1
518.562		1
800.586		1
919.906		1
919.906		1
471.906		1
723.455		1
1000.79		1
1346.9		1
1033.9		1
2130.1		1
9283.57		1
2130.1		1
2666.66		1
2799.99		1
2304.81		1
2304.81		1
3050.06		1
1520.3		1
349.613		1
1520.3		1
1885.1		1
433.844		1
337.356		1
1451.97		1
1421.13		1
6181.22		1
8411.27		1
17531		1
15645.1		1
3587.41		1
2446.76		1
3306.26		1
14419.5		1
10211.6		1
10886.9		1
14188.5		1
26625		1
21118.8		1
23860.8		1
30358.7		1
37096.5		1
32237.6		1
56539.4		1
77480.2		1
17759.3		1
14529.7		1
3331.54		1
3829.97		1
4909.76		1
4036.6		1
4760.01		1
4760.01		1
3440.5		1
788.653		1
517.067		1
517.067		1
643.428		1
640.382		1
513.082		1
2237.95		1
1958.53		1
2228.93		1
1887.42		1
1511.79		1
1364.38		1
1596.59		1
6964.5		1
5829.36		1
6995.9		1
30521.2		1
33930.8		1
7777.47		1
5683.52		1
3039.83		1
3039.83		1
2341.76		1
1811.94		1
7903.68		1
6285.12		1
3348.05		1
2610.46		1
2171.81		1
2128.93		1
1723.21		1
583.94		1
730.958		1
168.7		1
131.097		1
210.39		1
340.353		1
252.604		1
128.009		1
555.561		1
944.805		1
4120.15		1
2290.91		1
2290.91		1
3554.77		1
1374.12		1
315.897		1
443.567		1
1927.16		1
1772.45		1
725.653		1
527.097		1
613.657		1
840.597		1
840.597		1
1635.59		1
1317.67		1
1467		1
1742.78		1
2448.18		1
561.171		1
128.66		1
145.059		1
119.178		1
106.404		1
135.135		1
588.821		1
1243.32		1
1508.69		1
1194.06		1
1787.4		1
2805.95		1
2337.89		1
2194.69		1
2854.85		1
3288.38		1
5595.01		1
6458.66		1
18858.2		1
20589.1		1
25599		1
111682		1
176246		1
110891		1
89458.9		1
79577.8		1
114273		1
80085		1
18357.9		1
18357.9		1
13546.8		1
9229.41		1
28671.3		1
16008.6		1
69837.2		1
104923		1
90476.9		1
121833		1
318252		1
267604		1
125806		1
28840.4		1
18579		1
15836.4		1
8918.85		1
4811.23		1
3387.88		1
2549.45		1
10869.2		1
47167.7		1
62845.8		1
84274.7		1
73957.8		1
73957.8		1
52669		1
64682		1
14831.2		1
9215.14		1
5140.14		1
9881.02		1
19117.2		1
27412.4		1
14577.5		1
18800.8		1
11818.7		1
22020.8		1
46601.2		1
23555.7		1
23555.7		1
5413.61		1
1255.36		1
1120.73		1
3021.54		1
3437.1		1
2926.35		1
3850.85		1
16663		1
8267.02		1
15435.3		1
30131.8		1
9620.81		1
14163.6		1
3269.24		1
4461.27		1
7894.22		1
5422.55		1
4622.4		1
6336.36		1
12984.3		1
56288.1		1
26494.9		1
40862.3		1
45082		1
20508.1		1
18482.3		1
41763.6		1
9582.9		1
5659.98		1
1313.18		1
1082.39		1
745.481		1
192.232		1
221.036		1
77.8883		1
221.036		1
235.006		1
301.491		1
254.531		1
285.05		1
68.6058		1
78.0641		1
100.543		1
114.292		1
114.292		1
97.5368		1
116.813		1
52.3171		1
226.14		1
984.515		1
1289.83		1
1856.9		1
425.701		1
360.143		1
82.6125		1
44.3814		1
93.4764		1
21.5094		1
43.4942		1
22.9424		1
13.798		1
59.5559		1
47.7658		1
45.0497		1
47.858		1
27.0778		1
16.9242		1
27.53		1
20.826		1
24.4739		1
38.2215		1
79.8923		1
92.0986		1
140.955		1
92.8196		1
404.601		1
542.918		1
2368.55		1
3083.09		1
2643.89		1
11534.9		1
9232.76		1
40281.6		1
25835.2		1
18397.3		1
10000.8		1
15807.5		1
15807.5		1
68966.3		1
48834		1
11193.2		1
6894.86		1
4217.92		1
4137.84		1
3499.91		1
1843.4		1
1078.47		1
835.055		1
191.748		1
78.9955		1
343.525		1
299.713		1
1306.76		1
1570.44		1
1142.46		1
4981.61		1
8632.79		1
13980.8		1
22734.8		1
16863.1		1
20227.6		1
32324.4		1
7409.25		1
15210.9		1
19985.6		1
17533.6		1
8227		1
4802.32		1
3154.15		1
8186.06		1
8186.06		1
6640.99		1
8668.76		1
5910.13		1
4383.86		1
2224.45		1
2709.69		1
2500.29		1
940.514		1
957.887		1
590.199		1
775.961		1
1524.72		1
1764.15		1
1432.17		1
347.096		1
339.362		1
215.24		1
825.622		1
879.641		1
1546.18		1
1327.53		1
2794.17		1
2573.17		1
3365.16		1
6344.11		1
27591.8		1
38435.8		1
30524.1		1
35854.1		1
8225.66		1
9944.97		1
13778.7		1
3159.3		1
5488.97		1
2951.43		1
677.48		1
1342.79		1
946.834		1
218.963		1
946.834		1
782.858		1
959.863		1
1921.31		1
2525.05		1
3357.71		1
2905.75		1
1933.79		1
443.663		1
455.191		1
278.929		1
362.717		1
443.304		1
703.248		1
1479.15		1
3014.94		1
4674.98		1
8688.88		1
10544.7		1
4407.63		1
2254.54		1
3763.03		1
6646.68		1
28998.6		1
45241.5		1
67220		1
15407.2		1
23260.7		1
5331.51		1
7908.58		1
17029.4		1
28272.5		1
28272.5		1
15901.9		1
10768.2		1
2468.17		1
4870.64		1
2717.38		1
11855.5		1
8550.5		1
3405.69		1
14858.4		1
11155.5		1
13979.3		1
60990		1
25072.9		1
46326.1		1
202117		1
147415		1
192574		1
95557.2		1
62998		1
62998		1
32495.3		1
54463.5		1
64550.5		1
281628		1
554894		1
399098		1
322370		1
179785		1
118333		1
27122.8		1
17945.5		1
12755.4		1
33037.6		1
30657.4		1
10690.6		1
17461.8		1
17461.8		1
17461.8		1
13198.4		1
8115.46		1
4403.06		1
19200.5		1
13409.8		1
58485.2		1
44134.4		1
37224.6		1
33018.2		1
7691.5		1
9057.74		1
8665.47		1
37644.9		1
14910		1
26982.2		1
26982.2		1
44793.2		1
63313.2		1
36935		1
92190.7		1
21181.6		1
17128.5		1
22528.9		1
15029		1
10924.2		1
29816.7		1
33853.6		1
30082.7		1
14122.9		1
14122.9		1
20914.9		1
5006.48		1
4664.02		1
2592.25		1
3699.34		1
4340.39		1
8938.54		1
5399.31		1
9399.61		1
40819.5		1
53430.1		1
33214.7		1
43745.9		1
116798		1
63990.7		1
34089.2		1
18939		1
7940.83		1
13406		1
21707.6		1
21581		1
4999.43		1
7905.99		1
6081.73		1
2384.38		1
2068.72		1
4153.75		1
17962.2		1
14809		1
20797.1		1
20797.1		1
33866.7		1
7792.43		1
6098.59		1
7228.59		1
6184.1		1
2859.04		1
672.831		1
2859.04		1
3963.08		1
916.16		1
1126.91		1
624.364		1
730.281		1
1766.51		1
1629.14		1
1922.3		1
1510.41		1
1347.47		1
5590.84		1
8189.85		1
17522.4		1
20941.4		1
8942.66		1
8942.66		1
14917.8		1
8653.9		1
4968.41		1
4423.23		1
4708.95		1
2403.24		1
4363.13		1
3617.71		1
3456.13		1
4593.86		1
5335.91		1
3403.12		1
785.771		1
1053.42		1
4551.1		1
1053.42		1
1755.48		1
665.656		1
490.791		1
688.033		1
377.713		1
355.589		1
355.589		1
355.589		1
280.307		1
1167.96		1
1535.82		1
1151.75		1
1807.27		1
3405.59		1
14833.1		1
14833.1		1
3405.59		1
14833.1		1
14833.1		1
18244.8		1
22500.2		1
28266.4		1
38676.3		1
31228.1		1
35515.3		1
48027		1
48027		1
36030.7		1
52486.2		1
12030.1		1
13631.3		1
10261		1
2352.02		1
5783.27		1
6681.54		1
6620.77		1
5703.77		1
6603.46		1
6456.05		1
10582.4		1
17613.7		1
25759.8		1
17971.2		1
9924.17		1
43297.7		1
80288.2		1
18402.5		1
80288.2		1
188369		1
237868		1
325354		1
402637		1
680595		1
750594		1
397147		1
397147		1
566145		1
286738		1
178768		1
257355		1
170489		1
132368		1
132368		1
30339.3		1
132368		1
85364.6		1
64691		1
50479.1		1
38813.4		1
28571.4		1
16000		1
23271.7		1
12367.1		1
2838.61		1
2838.61		1
4458.85		1
3143.69		1
13694.2		1
16258.2		1
11436.2		1
49891.6		1
113551		1
113551		1
74864.5		1
157835		1
36178.3		1
19722.6		1
12839.8		1
18980		1
4350.82		1
7958.3		1
10219		1
7350.71		1
3137.91		1
13685.5		1
13685.5		1
3137.91		1
3137.91		1
3137.91		1
4761.65		1
2557.79		1
6119.29		1
3394.43		1
3394.43		1
2351.23		1
4039.19		1
3727.73		1
2375.71		1
1186.57		1
1553.23		1
1145.69		1
