# d Green Up
5.312285576000000224e-03 1.772137120999999968e-03 2.572948409999999912e-03 1.758717815999999911e-03 1.677056854999999956e-03 2.456291019000000127e-03 1.553243452000000087e-03 2.436031196000000044e-03 2.490230490000000171e-03 1.592036146000000083e-03 4.126996293000000093e-03 1.701699280000000059e-03 1.632242339000000058e-03 2.487418412000000009e-03 1.669457443000000024e-03 2.488951308000000168e-03
1.935112932000000079e-03 5.409219441999999801e-03 1.816523770999999964e-03 2.436458278000000043e-03 2.524668110999999868e-03 1.768484603000000047e-03 2.540158735999999921e-03 1.735966690000000090e-03 1.834924701999999944e-03 2.484419719000000026e-03 1.899162389999999988e-03 4.147953367000000065e-03 2.488583733000000048e-03 1.851476383000000107e-03 2.486657116000000160e-03 1.719018021000000025e-03
2.520427985999999961e-03 1.635796253999999977e-03 5.344074917000000112e-03 1.696057241000000068e-03 1.505533985000000055e-03 2.487382677000000118e-03 1.626249920999999973e-03 2.497390538999999954e-03 4.082098416999999785e-03 1.597521735000000066e-03 2.501581075999999813e-03 1.525137303000000067e-03 1.507927224000000024e-03 2.502365868999999882e-03 1.630096946000000055e-03 2.509000406000000058e-03
1.883642614999999970e-03 2.573560865999999919e-03 1.677235909000000065e-03 5.357466911000000227e-03 2.459380342000000094e-03 1.584679467999999944e-03 2.557744842999999917e-03 1.724093812999999897e-03 1.549437764000000063e-03 4.208058019000000122e-03 1.669586056000000023e-03 2.557348803999999910e-03 2.513551043999999977e-03 1.646820435000000008e-03 2.361452572999999874e-03 1.597773125999999962e-03
1.841375797999999977e-03 2.668234119000000189e-03 1.822166658000000036e-03 2.478631655999999784e-03 5.383204051000000170e-03 1.938677780999999893e-03 2.596669960999999863e-03 1.876523909000000004e-03 1.957302591999999977e-03 2.586100857000000076e-03 1.823414605999999945e-03 2.751549131000000179e-03 2.578675627999999984e-03 1.731960924000000047e-03 4.127934144000000062e-03 1.802791258000000039e-03
2.566605406000000127e-03 1.757616648000000052e-03 2.585009891999999997e-03 1.672376683000000031e-03 1.694161595000000025e-03 5.326722849999999954e-03 1.766964677000000105e-03 2.531619568000000042e-03 2.534719265000000190e-03 1.899957907999999919e-03 2.626085184999999919e-03 1.659048154000000025e-03 1.515208138999999971e-03 2.475171778999999891e-03 1.484179993999999898e-03 4.097171628999999801e-03
1.880889979999999942e-03 2.589036863999999872e-03 1.740059885999999893e-03 2.544186918000000165e-03 2.579927030999999964e-03 1.713169770000000022e-03 5.371025457999999662e-03 1.785460560999999925e-03 1.681406362999999940e-03 2.545027803999999876e-03 1.989398976999999860e-03 2.531013141999999792e-03 4.187940563000000158e-03 1.693868304999999932e-03 2.448014312000000147e-03 1.662723143999999924e-03
2.532428557000000139e-03 1.682824952999999960e-03 2.433448631000000029e-03 2.008671556000000014e-03 1.593450485999999954e-03 2.515095996000000101e-03 1.677075072000000023e-03 5.334593676999999784e-03 2.444737734999999877e-03 1.831012980999999901e-03 2.543521882999999918e-03 1.667505832000000044e-03 1.690546727999999929e-03 4.094585189000000090e-03 1.517392636000000064e-03 2.465691361000000182e-03
2.438321101999999831e-03 1.512095995999999899e-03 4.119517161999999844e-03 1.534811146999999921e-03 1.620180567000000047e-03 2.483574153999999930e-03 1.551430161999999913e-03 2.527216018000000026e-03 5.284572129999999882e-03 1.627180191000000093e-03 2.418490783000000043e-03 1.552324547000000091e-03 1.665135800999999931e-03 2.537018248000000135e-03 1.634029872999999931e-03 2.443573747000000150e-03
1.815600879000000070e-03 2.621825212999999953e-03 1.594254726999999941e-03 4.100964135999999802e-03 2.470252952000000137e-03 1.874439675999999997e-03 2.488007568999999874e-03 1.633009257999999990e-03 1.661615929999999937e-03 5.382047689000000329e-03 1.823397190999999926e-03 2.633844550000000173e-03 2.485309338000000166e-03 1.747645973999999939e-03 2.327442221999999859e-03 1.707707826000000101e-03
4.136284726000000189e-03 1.628012689999999924e-03 2.599364924000000052e-03 1.604732757999999997e-03 1.596870548999999992e-03 2.472427537000000154e-03 1.815771017000000027e-03 2.443674659999999811e-03 2.539516162000000129e-03 1.628272329000000039e-03 5.337650212000000227e-03 1.778518422000000031e-03 1.593462051999999926e-03 2.471835635999999978e-03 1.656398340000000058e-03 2.492405294000000181e-03
1.874015529999999976e-03 4.187448812000000090e-03 1.796195139000000092e-03 2.462564275000000188e-03 2.467460817000000084e-03 1.710088446999999965e-03 2.568298077999999797e-03 1.895420247999999967e-03 2.098921033999999984e-03 2.545112488000000200e-03 1.888498100999999986e-03 5.381063424999999768e-03 2.556510475999999952e-03 1.875422722000000004e-03 2.462612368000000138e-03 1.820909901999999978e-03
2.048776566999999885e-03 2.560579365000000170e-03 1.672657893000000038e-03 2.552061035999999856e-03 2.570783311000000154e-03 1.657361695000000032e-03 4.146310077000000399e-03 1.630285234999999909e-03 1.701148135000000094e-03 2.538386013000000063e-03 1.932041322000000024e-03 2.531337644999999848e-03 5.331200847000000000e-03 1.756775595999999920e-03 2.440874076000000125e-03 1.742404734000000018e-03
2.434621591999999897e-03 1.825174924999999927e-03 2.386233594999999982e-03 1.942544333000000012e-03 1.551071762999999991e-03 2.484318694999999941e-03 1.645124103999999997e-03 4.132968281000000063e-03 2.460872807000000044e-03 1.931559153000000049e-03 2.479974276000000005e-03 1.573663517999999983e-03 1.761250963000000067e-03 5.327042029000000033e-03 1.648729224000000009e-03 2.474656854000000048e-03
1.853288253000000101e-03 2.697518339999999820e-03 1.959000832999999945e-03 2.501795760999999795e-03 4.208375329000000296e-03 1.935460236000000099e-03 2.619295496999999966e-03 1.801468787999999967e-03 1.941801084000000042e-03 2.606771093999999973e-03 1.996257178000000135e-03 2.756640188999999984e-03 2.621721259999999862e-03 1.805912617999999928e-03 5.368831283999999857e-03 2.108478769999999961e-03
2.566649891000000183e-03 1.690006566000000097e-03 2.596226846000000178e-03 1.851679707999999945e-03 1.547124244000000091e-03 4.109529948000000335e-03 1.599613262999999980e-03 2.489012843000000183e-03 2.545999059999999939e-03 1.846387679000000004e-03 2.567404467999999992e-03 1.769192333999999910e-03 1.627206474000000022e-03 2.451118421000000012e-03 1.677511239999999928e-03 5.366377337000000254e-03
