                              Electron density <n>  1.4745348
                          Double occupancy <n+ n->  0.4610013
                            ZZ AF Structure Factor  0.7302994
                            Sq.Magnetization <m^2>  0.5525322
                                              Hkin  1.0026782
                                              Hint  1.8440051
                                                 E  2.8466833
                                  Average sign <s>  0.7364747
