# d<Sz_i Sz_j >
1.044470551999999997e-03 5.029878738999999863e-03 5.007879562999999722e-03 5.148964491000000004e-03 5.096245210000000143e-03 4.966120021000000433e-03 5.004909339999999603e-03 4.759625110000000395e-03 5.082440421999999750e-03 5.172691646999999678e-03 5.021655871000000292e-03 4.706201979999999688e-03 4.948140287999999894e-03 4.981719320000000360e-03 5.003859914000000075e-03 4.979459129000000234e-03 5.029051673999999569e-03 4.964217984999999903e-03 4.894352898999999694e-03 5.088667524000000351e-03 5.012387705000000311e-03 4.632443303999999630e-03 4.997267021000000031e-03 5.085822680999999706e-03 5.127611712000000425e-03 5.018125301999999677e-03 4.904738809999999866e-03 5.069578073000000074e-03 5.111132731000000116e-03 4.840565072999999940e-03 5.141904800999999928e-03 4.669174665000000272e-03 4.928269954999999966e-03 5.111109354000000285e-03 5.039596268999999712e-03 4.632252802999999725e-03
5.029878738999999863e-03 9.824275354000000689e-04 5.073934916999999802e-03 5.151773176000000280e-03 5.114288948999999931e-03 4.982140821999999671e-03 4.757511415000000368e-03 5.040030178000000187e-03 4.731814348000000330e-03 5.274502125999999853e-03 5.165851188999999628e-03 4.998610962999999741e-03 4.902547836999999846e-03 5.060944250000000248e-03 5.035306477999999634e-03 5.128073204000000405e-03 4.958981611000000053e-03 5.040310826999999834e-03 4.860036275000000072e-03 5.075070895999999991e-03 4.979879532000000032e-03 5.014094529000000244e-03 4.770211879999999849e-03 4.873981129999999801e-03 4.892944657000000176e-03 4.958628613999999796e-03 4.864676081999999742e-03 5.026706532999999748e-03 4.904473781999999817e-03 4.880492355000000046e-03 4.736304707000000419e-03 5.092363188000000040e-03 4.627879633000000180e-03 4.892662148000000155e-03 5.005533888999999861e-03 4.934547519000000160e-03
5.007879562999999722e-03 5.073934916999999802e-03 9.472282800999999889e-04 5.140859236000000151e-03 5.139870910000000209e-03 5.038214547999999605e-03 4.972286815999999582e-03 4.689103554999999972e-03 5.017954901999999683e-03 4.882897268999999985e-03 4.977529227000000028e-03 4.944584093999999756e-03 5.018434674999999907e-03 4.923217780000000050e-03 4.985529938000000418e-03 4.879423816000000129e-03 4.945769590000000278e-03 4.878781760000000002e-03 4.924819670999999906e-03 4.921121524000000164e-03 5.068685871999999842e-03 4.985013836000000073e-03 4.961539273999999826e-03 4.746156203999999691e-03 4.937388953999999677e-03 4.934626378999999903e-03 4.967267860000000070e-03 4.987000010999999636e-03 4.925385709000000209e-03 4.919463693999999616e-03 4.953175225000000167e-03 4.702251166000000378e-03 4.962273447000000066e-03 4.736525527999999735e-03 4.839711733000000120e-03 4.965410178999999681e-03
5.148964491000000004e-03 5.151773176000000280e-03 5.140859236000000151e-03 1.729849022000000012e-03 5.135943494000000213e-03 5.211484764000000151e-03 5.009425926000000279e-03 5.179437077000000403e-03 4.706369135000000072e-03 5.051403022999999791e-03 4.921625455999999697e-03 5.059938160000000164e-03 4.995025898999999603e-03 5.012375567999999802e-03 4.971961837000000127e-03 5.197441671999999610e-03 5.027983734999999857e-03 5.199903706999999854e-03 4.916978645999999821e-03 5.170317324000000235e-03 5.029182549999999634e-03 5.069302440999999895e-03 5.072861928999999881e-03 5.215009448000000429e-03 5.165977151999999809e-03 4.990522752999999867e-03 4.870274947000000076e-03 4.940064271000000305e-03 5.079772619000000322e-03 4.962824583000000067e-03 5.113814506000000093e-03 5.023624346000000324e-03 4.797775542000000219e-03 5.245482006000000072e-03 4.761590821000000195e-03 4.964115185999999971e-03
5.096245210000000143e-03 5.114288948999999931e-03 5.139870910000000209e-03 5.135943494000000213e-03 9.952982872000000394e-04 5.191902836000000104e-03 4.919219057000000055e-03 5.121093939999999886e-03 5.082414516000000049e-03 4.877474278999999885e-03 5.319034666000000203e-03 4.922764238999999958e-03 5.117760318000000308e-03 5.105419207999999966e-03 5.024110852000000099e-03 5.187197531000000209e-03 4.995312509000000151e-03 5.074575589999999817e-03 5.011828543999999851e-03 5.042084141999999929e-03 5.027110908000000274e-03 5.115695683999999833e-03 5.041403116000000260e-03 5.134240772999999931e-03 5.148830499000000248e-03 4.998510387000000034e-03 4.893686191000000060e-03 5.038014710999999708e-03 4.987829848000000128e-03 4.955477637999999851e-03 5.029497836999999652e-03 5.070190581000000307e-03 4.952076623000000247e-03 4.828162155000000240e-03 5.176808334999999719e-03 4.796457546999999613e-03
4.966120021000000433e-03 4.982140821999999671e-03 5.038214547999999605e-03 5.211484764000000151e-03 5.191902836000000104e-03 1.038552913999999912e-03 4.743576509000000350e-03 4.814291895999999946e-03 5.021212885999999653e-03 5.050056384999999579e-03 4.924368580000000432e-03 5.159618131999999836e-03 4.948052898000000407e-03 5.005010479999999658e-03 4.973088336000000033e-03 5.084006700000000094e-03 4.832965370000000087e-03 4.994423234000000371e-03 5.005748988000000357e-03 5.096990428999999614e-03 4.772355134000000158e-03 4.885761899000000061e-03 5.082844440999999963e-03 5.085856734999999809e-03 4.943768751999999891e-03 5.007832817000000027e-03 4.801149680000000100e-03 5.012972018999999578e-03 4.837124855999999987e-03 4.926973325999999855e-03 4.600401657999999595e-03 4.962524307999999912e-03 4.893352055999999894e-03 4.984497602999999818e-03 4.813279709999999934e-03 4.897180307999999746e-03
5.004909339999999603e-03 4.757511415000000368e-03 4.972286815999999582e-03 5.009425926000000279e-03 4.919219057000000055e-03 4.743576509000000350e-03 9.792163856000000478e-04 5.088235087999999628e-03 5.119034879999999690e-03 5.123510317999999987e-03 5.193435782000000063e-03 5.008103540999999867e-03 4.997701008999999757e-03 4.724409910999999990e-03 5.046443133000000185e-03 4.982116311000000033e-03 4.926240208000000169e-03 4.752581149000000352e-03 5.014397214999999873e-03 5.085008410000000333e-03 4.892236508000000032e-03 5.041425746000000041e-03 4.989485824000000277e-03 4.976426122000000320e-03 4.930711939000000099e-03 4.768500422000000218e-03 4.795128259999999892e-03 4.839947419999999882e-03 4.831236380999999816e-03 4.946765389000000283e-03 5.057850622999999698e-03 4.736700635999999999e-03 4.758006646000000409e-03 4.742484465999999808e-03 4.962722894999999600e-03 4.917078973999999651e-03
4.759625110000000395e-03 5.040030178000000187e-03 4.689103554999999972e-03 5.179437077000000403e-03 5.121093939999999886e-03 4.814291895999999946e-03 5.088235087999999628e-03 9.745369718999999549e-04 5.083287159000000367e-03 4.989706757000000013e-03 5.076194554000000407e-03 5.096302121999999983e-03 4.666551889000000036e-03 5.198903744000000007e-03 4.684844248000000384e-03 5.006707636999999621e-03 5.072326531000000312e-03 4.900783318000000166e-03 4.918773302999999639e-03 5.180804239000000137e-03 4.939555043000000249e-03 5.099795728000000410e-03 4.912546347000000188e-03 5.003732044000000143e-03 5.017996531000000308e-03 4.860187256999999594e-03 4.915572733000000104e-03 4.975869548999999926e-03 4.656318756000000017e-03 4.823961974999999881e-03 5.146102264999999863e-03 5.024305667999999676e-03 4.919453237999999763e-03 4.966599660999999888e-03 5.011455066999999895e-03 4.921274381999999996e-03
5.082440421999999750e-03 4.731814348000000330e-03 5.017954901999999683e-03 4.706369135000000072e-03 5.082414516000000049e-03 5.021212885999999653e-03 5.119034879999999690e-03 5.083287159000000367e-03 9.583548072000000039e-04 5.049352087999999655e-03 5.212898017000000030e-03 5.071180788000000106e-03 4.943284483000000284e-03 4.771419649999999839e-03 4.936485868999999568e-03 4.800084843999999698e-03 4.853560540999999826e-03 5.021935003999999925e-03 4.993713044000000142e-03 4.936439098000000407e-03 5.070513014000000394e-03 4.997762811000000006e-03 4.926559617000000196e-03 4.926827838000000064e-03 5.031653399000000221e-03 4.992612920000000232e-03 4.955694123000000013e-03 5.166237930999999922e-03 4.919560451000000272e-03 4.679260848999999833e-03 5.079523166999999617e-03 5.026405107000000289e-03 4.948077206000000422e-03 5.020974527000000159e-03 5.102571513999999871e-03 4.953288981999999681e-03
5.172691646999999678e-03 5.274502125999999853e-03 4.882897268999999985e-03 5.051403022999999791e-03 4.877474278999999885e-03 5.050056384999999579e-03 5.123510317999999987e-03 4.989706757000000013e-03 5.049352087999999655e-03 9.904220589000000286e-04 5.071535058999999609e-03 5.160569597000000050e-03 5.076766164999999692e-03 5.164182219999999789e-03 4.664062061000000259e-03 5.083626427000000406e-03 4.746650035000000122e-03 4.960078433000000148e-03 5.017530021999999992e-03 5.257024927000000097e-03 4.936942667999999652e-03 5.062383238999999639e-03 4.902665639000000110e-03 5.075384484000000293e-03 4.877332909999999681e-03 5.020143559000000283e-03 5.066761747999999968e-03 5.146985096000000239e-03 4.976644062999999868e-03 4.947204432000000193e-03 5.152267474999999708e-03 5.070517913999999897e-03 5.031105026999999584e-03 5.129893045999999769e-03 4.962385908999999984e-03 5.014878785999999852e-03
