# d int_0^beta dt <Sz_i (t) Sz_j (0) >
1.816901945000000060e-02 2.957397225000000032e-02 2.951190455999999976e-02 2.987284561000000047e-02 2.987123632000000112e-02 2.971616972000000120e-02 2.958074077999999982e-02 2.965497800999999933e-02 2.999301247000000017e-02 3.012039525999999842e-02 2.990793041999999929e-02 3.001653951999999972e-02 2.997994979999999907e-02 3.000140168999999857e-02 2.999191257000000110e-02 3.006602008999999937e-02 3.021033729000000001e-02 2.979462978000000165e-02 2.970104671999999890e-02 2.960143272999999839e-02 2.985909467999999997e-02 2.972232640999999953e-02 2.956749968999999867e-02 2.971714716999999950e-02 2.967526930999999854e-02 2.974647923000000097e-02 2.986852540999999917e-02 2.996552658999999952e-02 3.006469588999999970e-02 2.951940414000000026e-02 2.942090443999999944e-02 2.968033076000000173e-02 2.957571645000000096e-02 2.994543179999999832e-02 2.995725105999999874e-02 2.977952529000000084e-02 2.980090406000000108e-02 2.994021737000000100e-02 2.985345149999999934e-02 3.015233085999999979e-02 3.000164379000000089e-02 2.975516178000000081e-02 2.972133998000000069e-02 2.940062384000000084e-02 2.978878255000000017e-02 2.988042425999999988e-02 2.966749822999999869e-02 2.982755704000000091e-02 3.013325621000000065e-02 3.013713519000000077e-02 3.013566370999999980e-02 3.007501886000000027e-02 3.004789751000000106e-02 2.986406429999999973e-02 2.974617846999999884e-02 2.979220646000000153e-02 2.990132980000000107e-02 2.995018217999999982e-02 2.988912196000000077e-02 2.998011793999999855e-02 2.983385582000000133e-02 2.993349252000000044e-02 2.902290030000000132e-02 2.895240166999999906e-02
3.010687285000000074e-02 1.849667484999999861e-02 2.942598522999999994e-02 2.929933892000000095e-02 2.983075925000000170e-02 2.970701994999999998e-02 2.967589614999999875e-02 2.972736151999999868e-02 3.023973154999999927e-02 3.022481360000000075e-02 2.996699694000000067e-02 2.991120723000000037e-02 2.994068999000000161e-02 3.005809740000000077e-02 2.992698892999999874e-02 2.995823706000000017e-02 3.012797409999999967e-02 2.985460720000000095e-02 2.977214611999999885e-02 2.973645358999999974e-02 2.996887980000000062e-02 2.973426809999999906e-02 2.962788555000000004e-02 2.990275619000000093e-02 2.979422203000000116e-02 2.972492082000000035e-02 2.980402596000000098e-02 2.985721501000000028e-02 3.000896705999999900e-02 2.969910321000000103e-02 2.978869561999999971e-02 2.989156046999999830e-02 2.961751464999999930e-02 2.986243292000000105e-02 2.989096726000000162e-02 2.974319612999999987e-02 2.967566467000000083e-02 2.979910859000000148e-02 3.005928571000000132e-02 3.019667448999999865e-02 2.977104023000000030e-02 2.971272168999999908e-02 2.978632676999999965e-02 2.956137860000000034e-02 2.990796199999999974e-02 2.998936435999999955e-02 2.975069102000000090e-02 2.977435167999999827e-02 2.998905950000000167e-02 3.008082519000000038e-02 3.013903017000000087e-02 3.004045006999999864e-02 3.018713410999999958e-02 3.013357407999999946e-02 3.000839765000000089e-02 2.980595020000000039e-02 2.976270366000000056e-02 2.982586503999999986e-02 2.970640176000000077e-02 2.981758869000000062e-02 2.962459501000000092e-02 2.984478395999999936e-02 2.969540233999999959e-02 2.932945996999999916e-02
2.992713858999999921e-02 3.043474041999999838e-02 1.891635451000000037e-02 2.961892051000000053e-02 2.972687603999999914e-02 2.966431605000000027e-02 2.945703575999999990e-02 2.959108675999999952e-02 2.994390892999999887e-02 3.032268196000000027e-02 3.003914960999999953e-02 3.007667038000000001e-02 3.014001449999999943e-02 3.019133192999999896e-02 2.995461161999999830e-02 2.995772424000000059e-02 2.984473313999999947e-02 2.971305102999999975e-02 2.974015931000000001e-02 2.967329049000000038e-02 2.983977494000000091e-02 2.971393665999999892e-02 2.958210810000000066e-02 3.000194042000000130e-02 2.985557156999999948e-02 2.965302687999999895e-02 2.985844187999999941e-02 2.980904481000000092e-02 3.010430357000000098e-02 2.976165398000000031e-02 2.979813717999999986e-02 2.982507826999999945e-02 2.969675889000000096e-02 2.979117650999999964e-02 2.989731824999999898e-02 2.962195555999999966e-02 2.962567322999999989e-02 2.992691680000000160e-02 2.997359144999999989e-02 3.010419026000000012e-02 2.961174135000000165e-02 2.948303090999999931e-02 2.962335170999999892e-02 2.957588849000000047e-02 3.009922645999999966e-02 3.010686011999999870e-02 2.980621178000000121e-02 2.984594294999999911e-02 2.989765597999999996e-02 3.007326073999999974e-02 3.010204610999999905e-02 3.004017768999999935e-02 3.017198046999999828e-02 3.011991887000000159e-02 3.001001261000000100e-02 2.971645187000000049e-02 2.991750967999999913e-02 2.975272051000000043e-02 2.956893211000000132e-02 2.963235092000000154e-02 2.964565532999999947e-02 2.999137119999999851e-02 2.977775889999999953e-02 2.972317988999999966e-02
3.022303770000000014e-02 3.010496631999999909e-02 3.009422238000000055e-02 1.857407583999999903e-02 2.935066847000000062e-02 2.912414401999999930e-02 2.929944865000000051e-02 2.937751355999999869e-02 2.972032609999999964e-02 3.003587700999999985e-02 2.987275848000000081e-02 2.995233897999999978e-02 3.001662382999999851e-02 3.001719154999999903e-02 2.991230561999999940e-02 2.989360690999999862e-02 2.977041621000000096e-02 2.962885678000000064e-02 2.967988153000000046e-02 2.937694244000000135e-02 2.953976648000000010e-02 2.957865201999999860e-02 2.950865848000000166e-02 2.981026653000000068e-02 2.966899442000000067e-02 2.955596853000000065e-02 2.972357860999999893e-02 2.979281162999999899e-02 2.984017376999999888e-02 2.971420125999999981e-02 2.957581922000000058e-02 2.957347274999999956e-02 2.952959794999999998e-02 2.984876528999999903e-02 2.998654245000000051e-02 2.961882563999999884e-02 2.947428867999999855e-02 2.982737136000000039e-02 2.977262526999999853e-02 2.990145828000000117e-02 2.955246167999999937e-02 2.939796589999999973e-02 2.946066476999999878e-02 2.926218218999999954e-02 2.983728163000000030e-02 3.004997862000000075e-02 2.974563954000000038e-02 2.973118053000000163e-02 2.979370129999999936e-02 3.004840502999999927e-02 3.003545675000000165e-02 3.003118460000000003e-02 3.021813359999999879e-02 2.999743834000000164e-02 2.980846589000000005e-02 2.969767289999999949e-02 2.991213990999999975e-02 2.961298813000000016e-02 2.949987993000000031e-02 2.953293959999999871e-02 2.942447013999999889e-02 2.999956516999999906e-02 2.981039762999999898e-02 2.966061563000000137e-02
3.004399698999999854e-02 3.033843389999999959e-02 2.979488221000000173e-02 2.948548683000000101e-02 1.824094908999999987e-02 2.848139347000000141e-02 2.869168047000000138e-02 2.943500485999999902e-02 2.971034839999999941e-02 2.978812921000000002e-02 2.958371095999999881e-02 2.979266858000000073e-02 2.984366164000000141e-02 2.971163894000000000e-02 2.962454263000000032e-02 2.957653886999999857e-02 2.979795162999999969e-02 2.957480838000000126e-02 2.954296731999999856e-02 2.934162124000000080e-02 2.930817162000000017e-02 2.942589452999999980e-02 2.949731830999999943e-02 2.958053903999999928e-02 2.942392917999999899e-02 2.939239529000000142e-02 2.966365593999999856e-02 2.982896619000000027e-02 2.982894410000000093e-02 2.959436593999999893e-02 2.945948220999999867e-02 2.967669847999999944e-02 2.970445374999999832e-02 2.967197187000000097e-02 2.950194754000000016e-02 2.942199003000000104e-02 2.948984736000000162e-02 2.943109877000000055e-02 2.947346430999999919e-02 2.979719491999999886e-02 2.946926564999999970e-02 2.927367570000000141e-02 2.946532487000000020e-02 2.917837937000000020e-02 2.947495023000000144e-02 2.970185658999999895e-02 2.976113321999999950e-02 2.968174448999999840e-02 2.981913669999999850e-02 2.995067281999999956e-02 2.981842897000000145e-02 2.978472474000000078e-02 2.990260247000000107e-02 2.956327888999999917e-02 2.944291808000000163e-02 2.940186447000000050e-02 2.957785745000000160e-02 2.944816642999999873e-02 2.942666475999999864e-02 2.948845112999999921e-02 2.919559022000000129e-02 2.982562297000000001e-02 2.970952627000000151e-02 2.947600358000000004e-02
3.004105538000000075e-02 3.035730643999999881e-02 3.013698399999999861e-02 2.953967193000000060e-02 2.957304301000000107e-02 1.828182936999999883e-02 2.860489248000000137e-02 2.901651805999999958e-02 2.970555772999999844e-02 2.978142033999999980e-02 2.958719023999999836e-02 2.983740186000000127e-02 2.970762769999999928e-02 2.959177945000000115e-02 2.946951968000000033e-02 2.951509746000000045e-02 2.990031588000000018e-02 2.957600546999999969e-02 2.949207805999999946e-02 2.940261032000000135e-02 2.957224040999999887e-02 2.959938666999999829e-02 2.950766876000000122e-02 2.960375210999999923e-02 2.929627150999999929e-02 2.937006049999999965e-02 2.975536948999999917e-02 2.986600957000000098e-02 2.980574248999999856e-02 2.946233525999999991e-02 2.940241701999999832e-02 2.958782306000000070e-02 2.962032491999999975e-02 2.955169951999999864e-02 2.942427461999999952e-02 2.934554685999999843e-02 2.932365313999999931e-02 2.936501627999999961e-02 2.947460073999999888e-02 2.977615918999999833e-02 2.939154454000000166e-02 2.927023745000000010e-02 2.957574400000000103e-02 2.939040923000000097e-02 2.940697390000000105e-02 2.960076991999999879e-02 2.981043976000000151e-02 2.978097809000000012e-02 2.989816073999999879e-02 3.006230635000000165e-02 3.002639655000000074e-02 2.981605945000000146e-02 2.959460909000000139e-02 2.967177974999999843e-02 2.953321575000000115e-02 2.939932003999999946e-02 2.962193953999999949e-02 2.948173860999999882e-02 2.942720294000000097e-02 2.945859392999999882e-02 2.944439843000000098e-02 2.981714166000000096e-02 2.972720393999999863e-02 2.953508311999999969e-02
3.024510957000000125e-02 3.071354002999999999e-02 3.019791529999999932e-02 3.011699983999999858e-02 3.000702126999999983e-02 2.985034982000000017e-02 1.819864870000000023e-02 2.946779537000000088e-02 2.955409311999999955e-02 3.021261532000000041e-02 2.986875278000000050e-02 3.005869468000000114e-02 3.014998365000000000e-02 3.012299997999999882e-02 2.998199755000000022e-02 3.007450753999999990e-02 3.022630394000000095e-02 2.963052685999999908e-02 2.953838867999999951e-02 2.966451574000000119e-02 3.000792265999999847e-02 3.010774302000000097e-02 2.986745137999999994e-02 2.988578021000000071e-02 2.978840255999999978e-02 2.979964791999999835e-02 2.996826371999999905e-02 3.001266791999999961e-02 2.997439977000000005e-02 2.973232557999999984e-02 2.981441014000000070e-02 2.987433568999999997e-02 2.988705430000000024e-02 3.015593406000000032e-02 3.011155625999999835e-02 2.962827721000000150e-02 2.956805830999999912e-02 2.973345801000000163e-02 2.982285944999999924e-02 3.012494170000000124e-02 2.985422609000000158e-02 2.944370292999999930e-02 2.971184343999999991e-02 2.966634950999999867e-02 2.983156060999999845e-02 3.004239010000000001e-02 3.023898929000000055e-02 3.014479889000000121e-02 3.021949507000000132e-02 3.047577479000000006e-02 3.047566960000000144e-02 3.015569972000000168e-02 2.995325220999999968e-02 3.002384979999999856e-02 2.993128147999999863e-02 2.994867000000000015e-02 2.993504594999999921e-02 2.973042366999999880e-02 2.979944500000000079e-02 3.016507606000000050e-02 2.997771031999999988e-02 3.021607433999999939e-02 2.997651595000000099e-02 2.994753270999999870e-02
3.003077206999999957e-02 3.030351186000000002e-02 3.006834892999999884e-02 2.997430166000000090e-02 3.033168189000000001e-02 2.963382783000000076e-02 2.965562730999999827e-02 1.843808632000000156e-02 2.904732955000000061e-02 2.947632689000000139e-02 2.963748953000000172e-02 2.982766439999999866e-02 3.011527351999999935e-02 3.005683174000000138e-02 2.990208366999999937e-02 2.999536231999999983e-02 2.997874870999999927e-02 2.960007455999999829e-02 2.960279353000000099e-02 2.942526444999999866e-02 2.956243298000000089e-02 2.981473998999999847e-02 2.968260844000000093e-02 2.969533545999999968e-02 2.960679742000000073e-02 2.972986990000000065e-02 2.982757394000000103e-02 2.987139105999999864e-02 2.990324029000000078e-02 2.959085965999999970e-02 2.945906431999999880e-02 2.968583659000000041e-02 2.984365556000000141e-02 2.994216381999999926e-02 3.002520650999999929e-02 2.947424094000000022e-02 2.945403064000000001e-02 2.956670544000000039e-02 2.956266956999999834e-02 2.995211325999999966e-02 2.970003782000000050e-02 2.933737940999999946e-02 2.962583092999999945e-02 2.959673151999999904e-02 2.965017955999999996e-02 2.991353974000000165e-02 3.003365415999999927e-02 2.990255030000000050e-02 3.013955051999999898e-02 3.009509432999999887e-02 2.995644912999999993e-02 3.007027183999999922e-02 2.990823127999999928e-02 2.984210397999999959e-02 2.975608910000000079e-02 2.971641679999999924e-02 2.973156756999999900e-02 2.978843738000000116e-02 2.974206609999999890e-02 2.996208808000000098e-02 2.980023725000000012e-02 2.996606464000000150e-02 2.963016603999999929e-02 2.958610751000000094e-02
3.061431674000000130e-02 3.071387093999999873e-02 3.030602603999999964e-02 3.023884719999999846e-02 3.058151306999999999e-02 3.037936456000000021e-02 2.955273678999999903e-02 2.957382038000000088e-02 1.812708065999999937e-02 2.963513875000000145e-02 2.969592831000000127e-02 3.001235312999999891e-02 3.025547501999999861e-02 3.022119011000000063e-02 3.023919192999999922e-02 3.037150548000000158e-02 3.026657615999999926e-02 3.003184874999999948e-02 3.012618225999999858e-02 2.997765297999999828e-02 2.991875130999999827e-02 2.991410754999999921e-02 2.979952174999999856e-02 3.005835986999999890e-02 2.998826542000000012e-02 3.000018667999999888e-02 3.032171890999999994e-02 3.046425171000000098e-02 3.037400117000000135e-02 2.989719232999999907e-02 2.966314565000000014e-02 3.026264139000000089e-02 3.012219245000000156e-02 3.002655125999999924e-02 3.024402986000000043e-02 2.992626435999999959e-02 2.993632377999999941e-02 2.988745278000000047e-02 2.983526163999999925e-02 3.021664132999999849e-02 3.000121555000000162e-02 3.000914451999999941e-02 3.010371264999999949e-02 2.990989087000000060e-02 3.001561763999999882e-02 3.030899537999999852e-02 3.032319766999999958e-02 3.015886124000000112e-02 3.035426186999999956e-02 3.034883447999999970e-02 3.024902913000000054e-02 3.051306788000000131e-02 3.030274877999999950e-02 3.027825853000000109e-02 3.005335561999999960e-02 3.011158274000000010e-02 3.021382192000000161e-02 3.006676741000000042e-02 2.993375703000000082e-02 2.999495916000000095e-02 2.991069945999999882e-02 3.036217642999999855e-02 3.006983959999999859e-02 2.992472771000000142e-02
3.065950897999999980e-02 3.103735306000000166e-02 3.078299368999999966e-02 3.051849692999999974e-02 3.070364676999999889e-02 3.053694381999999888e-02 3.052789114999999998e-02 3.011297250000000147e-02 3.032229567999999986e-02 1.829390251000000134e-02 2.939740929999999988e-02 2.961526676000000163e-02 3.044728509000000152e-02 3.033637738999999875e-02 3.039415964000000137e-02 3.057936118000000036e-02 3.036724984999999988e-02 3.001628992000000135e-02 3.017206987999999923e-02 3.037496852000000011e-02 3.016489628999999978e-02 3.002174297999999839e-02 2.999487442000000129e-02 3.016664315999999929e-02 3.024961748999999839e-02 3.029516883000000008e-02 3.026435565999999883e-02 3.039786333000000021e-02 3.048196314999999934e-02 3.006059775999999836e-02 3.008477786999999917e-02 3.041668017999999904e-02 3.022712869000000052e-02 3.027333310000000083e-02 3.041643158000000013e-02 3.023593503000000099e-02 3.018566472000000153e-02 3.032912315999999886e-02 3.032159897999999951e-02 3.040640747000000060e-02 3.015174382000000014e-02 2.999289769999999994e-02 3.000271392000000009e-02 2.999287356999999835e-02 3.026761802999999862e-02 3.047394144999999999e-02 3.044591301999999972e-02 3.027065695999999959e-02 3.049672277000000167e-02 3.061951635000000060e-02 3.063358904999999993e-02 3.068872225000000148e-02 3.065060881000000043e-02 3.063814458999999935e-02 3.029606103999999897e-02 3.036692796000000152e-02 3.043397127999999952e-02 3.028204711999999896e-02 3.010058868999999915e-02 3.023233873999999974e-02 3.007998493000000120e-02 3.056798342000000002e-02 3.037782463999999863e-02 3.010240998999999876e-02
