# <Sz_i Sz_j >
8.006582599999999550e-01 -4.051176781999999976e-01 1.338592624000000120e-01 -1.113930543999999967e-01 8.001251402999999540e-02 -6.544851559000000596e-02 5.446751093999999821e-02 -4.589046244000000163e-02 4.101877710000000066e-02 -3.015126197999999993e-02 3.590694280000000099e-02 -3.540878008000000049e-02 3.205197116999999873e-02 -3.104232424999999948e-02 2.937390921000000016e-02 -3.311338314000000088e-02 3.075050567000000082e-02 -3.725794602000000177e-02 3.255752525999999758e-02 -4.028478721999999984e-02 3.275132012000000342e-02 -3.804808148000000251e-02 3.043821337000000155e-02 -4.131072062999999878e-02 4.121882391000000062e-02 -6.103312660000000112e-02 5.691183021000000009e-02 -7.568195830000000457e-02 8.295715233000000577e-02 -1.341584707000000043e-01 1.357587118999999953e-01 -4.497532045000000034e-01
-4.051176781999999976e-01 8.010095962000000069e-01 -4.459831664000000195e-01 1.335994319999999902e-01 -1.351646585999999872e-01 7.716699438000000633e-02 -8.012454354999999639e-02 5.218963548000000313e-02 -5.873045579999999766e-02 3.854317745000000045e-02 -4.319619786000000045e-02 3.313609642999999771e-02 -3.677747046999999686e-02 3.203855598000000110e-02 -3.287566011999999704e-02 3.404150043000000320e-02 -2.911842190000000011e-02 2.993719388000000078e-02 -2.684052966000000096e-02 3.512007486999999678e-02 -3.280031685999999780e-02 3.452038922000000287e-02 -3.030723533999999872e-02 3.669577126000000272e-02 -4.137695513999999769e-02 4.241107042000000216e-02 -4.647182665999999990e-02 5.093992692000000322e-02 -7.560178325999999949e-02 8.144052638000000288e-02 -1.179394970999999986e-01 1.378147665999999993e-01
1.338592624000000120e-01 -4.459831664000000195e-01 8.021695339000000091e-01 -4.064385219000000160e-01 1.424171348000000115e-01 -1.158462678999999940e-01 8.255416714999999628e-02 -6.735107692000000257e-02 5.788020130999999707e-02 -4.830664568000000297e-02 4.526938710000000254e-02 -3.924401359000000145e-02 3.106381885999999828e-02 -3.248176214000000200e-02 3.316444956000000333e-02 -3.357204838999999774e-02 2.426159191999999881e-02 -2.932877097000000099e-02 2.530689593000000001e-02 -2.796524187999999828e-02 2.748118411999999830e-02 -3.430770539999999924e-02 3.094656590000000040e-02 -3.714887842999999717e-02 3.735666668999999829e-02 -4.130476015000000140e-02 3.596308112999999779e-02 -5.033510202000000128e-02 5.462286955000000138e-02 -7.652078142000000305e-02 7.526355982000000611e-02 -1.266406764999999934e-01
-1.113930543999999967e-01 1.335994319999999902e-01 -4.064385219000000160e-01 8.014755664999999585e-01 -4.560533311000000145e-01 1.378549377000000131e-01 -1.390155637999999916e-01 7.815627447999999589e-02 -8.352220155999999507e-02 5.474995207000000336e-02 -5.715138091000000059e-02 4.070949254000000295e-02 -3.943561089000000019e-02 3.810398933999999821e-02 -3.949853552999999656e-02 3.588541752999999807e-02 -2.683811188999999861e-02 2.989780317000000076e-02 -3.008250109999999894e-02 2.781166750999999882e-02 -2.624734696000000089e-02 2.468266159999999917e-02 -2.739146202000000002e-02 2.917769465999999964e-02 -3.039316250000000108e-02 3.303014633999999672e-02 -3.363271346999999883e-02 3.467935080000000142e-02 -4.667232259000000244e-02 4.933738210000000041e-02 -6.152771382999999705e-02 7.506335397999999715e-02
8.001251402999999540e-02 -1.351646585999999872e-01 1.424171348000000115e-01 -4.560533311000000145e-01 8.022105808999999699e-01 -4.022524141000000109e-01 1.423436103999999869e-01 -1.165397816999999975e-01 8.399290077000000354e-02 -6.786874464000000606e-02 5.785470230999999880e-02 -5.130330461999999675e-02 4.574897691999999655e-02 -4.611561672000000223e-02 4.308399029999999963e-02 -4.059944415999999778e-02 2.620023051999999936e-02 -3.275009991999999759e-02 2.853290066999999985e-02 -2.758502020999999832e-02 2.656111036000000092e-02 -2.604053052000000062e-02 2.519209169000000137e-02 -2.842872332000000168e-02 3.100926379000000163e-02 -3.550392463999999665e-02 3.277162397999999754e-02 -4.029663832000000140e-02 4.379743757000000015e-02 -5.798201571000000110e-02 5.947483619999999888e-02 -8.373674384000000248e-02
-6.544851559000000596e-02 7.716699438000000633e-02 -1.158462678999999940e-01 1.378549377000000131e-01 -4.022524141000000109e-01 8.014450276000000262e-01 -4.609392673000000107e-01 1.416922227000000090e-01 -1.398717684000000128e-01 8.176495477999999595e-02 -8.538053194000000401e-02 5.869218734000000021e-02 -5.641704004999999883e-02 4.307961627999999654e-02 -4.148110039999999832e-02 3.962573137000000023e-02 -3.191143977000000104e-02 3.246289223999999918e-02 -2.970504838999999883e-02 2.655237167999999898e-02 -2.705533847999999977e-02 2.422736798999999830e-02 -3.177704390999999684e-02 2.964327740000000100e-02 -2.734754053999999962e-02 3.009637002999999977e-02 -3.210002332999999791e-02 2.895295917000000052e-02 -3.407281342000000046e-02 3.547912159000000260e-02 -4.424745087999999715e-02 5.111897554000000010e-02
5.446751093999999821e-02 -8.012454354999999639e-02 8.255416714999999628e-02 -1.390155637999999916e-01 1.423436103999999869e-01 -4.609392673000000107e-01 8.005468888000000227e-01 -4.010305225999999945e-01 1.377137749000000022e-01 -1.110431535000000053e-01 8.028668629999999307e-02 -6.655953690999999450e-02 5.670401130000000262e-02 -5.176724829999999888e-02 4.142382190999999853e-02 -3.771246618000000106e-02 2.951641288999999960e-02 -3.111663258999999848e-02 2.949413580000000146e-02 -3.051380190999999908e-02 2.584994914000000171e-02 -2.604337640999999925e-02 2.697229182000000086e-02 -2.829295080000000101e-02 2.593567924999999955e-02 -3.198791624999999805e-02 3.008853025999999944e-02 -2.923736928000000151e-02 3.346060388000000191e-02 -3.995324649999999755e-02 3.993942019999999898e-02 -5.276326308999999826e-02
-4.589046244000000163e-02 5.218963548000000313e-02 -6.735107692000000257e-02 7.815627447999999589e-02 -1.165397816999999975e-01 1.416922227000000090e-01 -4.010305225999999945e-01 8.012633945999999563e-01 -4.544562306000000107e-01 1.393993913000000084e-01 -1.385872113999999933e-01 8.441646465999999571e-02 -8.375114073000000658e-02 6.220618626999999817e-02 -5.584849885999999819e-02 4.750063159000000174e-02 -3.946281984999999715e-02 3.693969108000000334e-02 -3.590166705000000236e-02 3.002902537000000024e-02 -2.853656442000000043e-02 2.340477732000000033e-02 -2.785314713999999942e-02 2.739173349000000035e-02 -2.971725994000000079e-02 2.877379314000000007e-02 -3.007478558999999996e-02 2.617192228999999995e-02 -3.391993685999999952e-02 3.011975152999999891e-02 -3.518176728999999892e-02 3.785626945000000049e-02
4.101877710000000066e-02 -5.873045579999999766e-02 5.788020130999999707e-02 -8.352220155999999507e-02 8.399290077000000354e-02 -1.398717684000000128e-01 1.377137749000000022e-01 -4.544562306000000107e-01 8.012000758999999750e-01 -4.065543863000000147e-01 1.400246893000000048e-01 -1.191334240999999960e-01 8.337324629999999515e-02 -7.607136204999999374e-02 5.504393913999999777e-02 -4.777114522999999918e-02 3.772707709999999909e-02 -3.757986058999999990e-02 3.350503695999999809e-02 -3.055971605999999868e-02 2.927596789000000074e-02 -2.283938349000000020e-02 2.488915099000000089e-02 -2.764219693000000144e-02 2.889787854000000142e-02 -2.676546693999999962e-02 2.706196526000000102e-02 -2.816907991999999944e-02 3.213375661000000133e-02 -3.585945480999999657e-02 3.599323608999999841e-02 -3.779847487000000117e-02
-3.015126197999999993e-02 3.854317745000000045e-02 -4.830664568000000297e-02 5.474995207000000336e-02 -6.786874464000000606e-02 8.176495477999999595e-02 -1.110431535000000053e-01 1.393993913000000084e-01 -4.065543863000000147e-01 8.027714835999999465e-01 -4.493314562999999873e-01 1.411548810000000098e-01 -1.329377807999999883e-01 8.249324204999999854e-02 -7.339604886999999411e-02 5.275625502999999744e-02 -4.679333503000000088e-02 3.761141562999999882e-02 -3.899283929999999843e-02 3.291708458999999948e-02 -2.945685554000000012e-02 1.882159376000000148e-02 -2.196990354999999936e-02 2.243890625000000139e-02 -2.664699905999999910e-02 2.059727163000000041e-02 -2.842284394000000117e-02 2.660856715000000164e-02 -3.088495398000000100e-02 2.720278737999999932e-02 -3.176409396000000329e-02 2.373154182000000029e-02
