# <Sz_i Sz_j >
4.763314255000000164e-01 2.125495903000000110e-03 1.869737931999999967e-03 -2.028476389999999893e-02 -5.249528984000000065e-02 -8.170336888000000186e-02 -1.562307688999999851e-05 3.124952233999999784e-03 7.969822622999999783e-04 -1.858550562999999878e-02 -5.567391806000000082e-02 -8.087087339000000041e-02 -1.283582695999999947e-03 -6.611879935999999403e-02 -4.201619664999999698e-03 -1.675608466999999957e-03 -4.556335104999999913e-03 2.062192338999999965e-03 -3.864391346999999921e-03 -3.184248427999999791e-03 3.353903435999999868e-04 -2.334644259000000135e-03 -6.207126199000000122e-02 -1.495064811999999950e-03 1.682476180999999951e-03 -1.716067588999999971e-03 -3.343740339999999936e-04 -2.902414324999999864e-03 1.430425996000000120e-04 -1.257425436999999938e-03 -1.243382331999999882e-04 -1.423988701999999906e-04 2.701941987999999760e-04 -3.941266383999999894e-03 6.748639149999999687e-04 6.116136737999999535e-04 4.525891862000000119e-04 1.315468952000000075e-03 -2.203354800000000089e-03 -6.721293777999999856e-04 7.696979182000000417e-04 7.835746435000000201e-04 -1.191035017999999938e-03 -7.015367717999999950e-04 5.284285922000000330e-04 -8.547611871999999649e-05 -1.291118950000000060e-03 -8.492895480999999901e-04
2.125495903000000110e-03 5.723754047000000345e-01 1.903474394999999991e-03 -5.467384905000000073e-02 -4.444371661999999695e-02 -4.823140566999999795e-02 4.411323901999999846e-03 -1.156374442000000086e-02 -7.481083909000000188e-04 -5.583772828999999938e-02 -4.092698539999999746e-02 -5.071831847000000254e-02 -1.219468777999999955e-02 -1.665818310999999871e-02 -4.179988161999999979e-02 -5.676036546000000176e-03 -6.651420425000000372e-03 -7.809922783999999861e-04 -4.924929086000000289e-03 -3.720735043000000016e-03 3.407901883000000014e-03 -1.446874771999999941e-02 -1.526540380999999967e-02 -4.418502506000000080e-02 -3.109957108000000001e-03 -3.315071373999999970e-04 9.460811275999999942e-04 -7.059172431999999851e-04 1.668940610999999994e-03 -2.127955207999999933e-04 -2.783362581000000009e-03 6.283460662999999996e-04 3.321182456000000126e-03 7.310872542999999509e-04 -5.448037357999999629e-03 1.947713848000000086e-03 -6.141115595999999946e-04 -2.597762873999999965e-03 1.109076999999999952e-04 -1.304428919000000069e-03 4.538857585000000139e-04 -2.552849029000000148e-03 -8.807858667999999723e-04 -2.024764934999999811e-03 1.403793730000000087e-03 -1.797518692999999952e-03 -6.176704108999999656e-04 2.481333057999999831e-03
1.869737931999999967e-03 1.903474394999999991e-03 5.216876486999999507e-01 -7.992070194000000516e-02 -4.923793773000000040e-02 1.089941128000000009e-03 -1.255229835999999979e-03 1.083841508000000023e-03 3.416983493999999934e-03 -8.004773944000000141e-02 -5.102342373999999708e-02 -1.546988138000000108e-03 -4.338326903999999845e-02 -1.215862271000000064e-02 -1.039379923999999948e-02 1.284430070999999967e-03 -2.957474372000000115e-03 3.180494860999999885e-03 -2.117097435000000127e-04 -4.564344587000000383e-03 2.529959806999999838e-03 -4.222268215000000297e-02 -1.506756599000000016e-02 -1.384246563999999916e-02 -1.088121318000000084e-03 1.275059506999999970e-03 -1.469114384000000080e-03 -1.937502916999999972e-05 6.042517864999999867e-04 -7.957803499999999142e-03 -1.240188507000000067e-03 3.190192271999999895e-03 -7.255138369000000212e-03 -9.181067644000000250e-03 -1.282631491999999991e-03 -3.412271058999999905e-03 -4.338095378999999932e-04 -9.244172911000000036e-05 4.043555253000000183e-03 -1.748304777000000043e-04 -1.532681427999999955e-03 -4.641499157999999796e-04 -1.499680966000000023e-03 7.245078322999999642e-04 -1.477973105000000061e-03 1.145759129000000019e-03 -1.957329011999999792e-03 -3.608606700000000308e-05
-2.028476389999999893e-02 -5.467384905000000073e-02 -7.992070194000000516e-02 4.767218072000000140e-01 2.607351929000000131e-03 3.153845793000000040e-03 -1.939125615999999844e-02 -5.717435113000000207e-02 -8.199462374999999525e-02 2.526256961999999787e-03 4.580163784000000279e-03 6.220393172000000023e-04 -4.091002752999999860e-03 -6.480265435000000240e-02 -2.018150122000000185e-03 -2.444460731999999973e-03 -6.494035877999999873e-02 -2.731820135000000149e-03 -1.023081247000000001e-03 -4.617743571000000428e-03 -3.319962181999999901e-04 -1.171098005999999950e-03 -2.552276713000000211e-03 1.769747402000000028e-03 -5.307191634999999796e-03 4.029021118000000295e-05 -2.189261751000000106e-03 8.862181626999999888e-04 -9.833751917999999372e-05 1.232452285999999925e-03 -1.375528226999999954e-03 -4.123633881000000087e-04 1.684738885999999898e-04 3.674628709999999752e-04 1.731703731999999912e-03 -1.389066298999999997e-04 1.779295207000000005e-04 3.691008853000000024e-04 -1.188016376000000087e-03 -1.959357288999999825e-03 2.746337567000000073e-04 -7.887240324999999575e-04 1.325493604000000042e-03 -3.186326319999999764e-04 -1.157624607000000069e-03 1.296488008999999901e-03 1.676611833000000084e-03 -1.944250930999999981e-03
-5.249528984000000065e-02 -4.444371661999999695e-02 -4.923793773000000040e-02 2.607351929000000131e-03 5.733383622000000068e-01 1.380296878999999997e-03 -5.532930008999999844e-02 -3.986953873000000093e-02 -4.800204576000000056e-02 3.435181935999999988e-03 -9.906455858999999378e-03 3.291731305999999859e-04 -1.293015223999999935e-02 -1.514817524999999970e-02 -4.282721438999999991e-02 -1.200169272999999925e-02 -1.721640191000000167e-02 -4.348647664000000052e-02 -5.026450560999999942e-03 -9.404580036999999476e-03 1.871307301000000103e-03 -6.377574977999999999e-03 -7.289179657999999770e-03 1.922911435000000018e-03 4.754964551999999833e-04 -4.587564494999999895e-03 1.273088494000000105e-03 -3.517237983999999852e-03 3.971589490999999751e-04 2.815653525000000063e-03 -5.208284525000000161e-04 3.336214879000000064e-04 1.004761571999999948e-03 -2.964132147999999807e-03 1.313460011999999970e-03 1.307251324999999945e-03 3.182996808000000026e-04 -1.005506712999999948e-03 1.545786091000000073e-04 -1.462661712000000057e-03 -1.284018024999999952e-03 -8.332281974999999549e-04 -2.202107023999999927e-03 -1.929865329999999992e-03 -2.599126532999999819e-03 -2.134369111000000100e-03 3.043403751999999786e-04 -3.890413213000000242e-04
-8.170336888000000186e-02 -4.823140566999999795e-02 1.089941128000000009e-03 3.153845793000000040e-03 1.380296878999999997e-03 5.213733898000000311e-01 -7.938206356999999436e-02 -4.848511858000000008e-02 -2.234621602000000200e-03 -1.403835027000000088e-04 2.820520033999999836e-03 3.833077240000000181e-03 -4.639260002000000077e-02 -1.093765466999999970e-02 -1.201489159000000001e-02 -4.492680418000000175e-02 -1.415335686999999974e-02 -1.285915961999999947e-02 1.130650233999999903e-03 -3.708171016000000059e-03 -2.877177989999999807e-03 6.019599788000000364e-04 -2.933170409999999798e-03 -1.861929628000000107e-03 -1.138466607999999956e-02 2.744707711000000071e-03 -4.117396829999999883e-03 -6.352717312000000401e-04 5.024405488999999771e-05 -6.695239759000000401e-03 6.019147675999999983e-04 2.615923859000000070e-03 -7.665671928000000399e-03 -1.683710413000000022e-03 6.773446320000000480e-04 -4.167055795000000097e-03 -1.059637919000000033e-04 6.775655625999999886e-04 1.829063017000000062e-03 1.803947043000000017e-03 -1.152700334999999954e-03 -3.723177936999999766e-04 7.052205120999999926e-04 -2.771809426000000111e-03 -6.539220885999999814e-04 -1.481216932000000005e-03 -7.216421223999999529e-04 -1.366874280000000092e-03
-1.562307688999999851e-05 4.411323901999999846e-03 -1.255229835999999979e-03 -1.939125615999999844e-02 -5.532930008999999844e-02 -7.938206356999999436e-02 4.762242778999999926e-01 1.713458667000000105e-03 7.435066973999999518e-04 -1.777717792000000144e-02 -5.360949076999999702e-02 -7.997511069000000361e-02 -1.835364104999999933e-03 -2.822504571999999868e-03 8.704550144999999555e-04 -1.074481819999999936e-03 -6.470879386000000233e-02 -1.745585136999999905e-03 -8.884954104999999826e-04 -6.590643254000000395e-02 -1.116439346000000022e-03 -2.774661117999999843e-03 -2.997684381999999800e-03 6.365137080999999772e-04 1.943367101999999907e-03 6.269771758000000162e-04 7.020307410000000466e-04 -4.454182006999999645e-03 2.539518021999999852e-05 -9.831413488000000436e-04 2.687733526000000159e-04 -1.082196558000000051e-03 8.360970601999999884e-04 -1.445975053000000078e-05 1.624383723000000115e-04 -2.559141231999999960e-03 3.076110292999999869e-04 -4.753877711000000080e-04 1.302239643999999986e-03 -1.968118584999999868e-03 7.928779761999999506e-04 -3.291738902000000190e-04 -1.446150083000000098e-03 -3.779162911000000127e-04 6.339861616999999724e-04 -8.303811861000000381e-04 -1.548151660999999958e-03 6.056410368999999528e-04
3.124952233999999784e-03 -1.156374442000000086e-02 1.083841508000000023e-03 -5.717435113000000207e-02 -3.986953873000000093e-02 -4.848511858000000008e-02 1.713458667000000105e-03 5.740748129999999616e-01 2.689132395000000050e-03 -5.460195470999999745e-02 -3.879865772999999823e-02 -4.701157092000000232e-02 -6.275907320000000296e-03 -6.685632321000000398e-03 8.446602002000000312e-04 -1.409149152999999988e-02 -1.713869462999999954e-02 -4.450504255999999936e-02 -1.333505066999999926e-02 -1.411248183999999975e-02 -4.323437483999999914e-02 -3.556339217999999937e-03 -7.543544121000000068e-03 9.517026652000000258e-04 -2.814573341999999836e-03 -1.608222759000000083e-03 -1.945068405000000000e-04 5.695285074999999501e-04 -2.251072976999999795e-03 -1.698350371999999978e-03 -2.039608604999999797e-03 -1.709604109000000091e-04 -2.995777144000000215e-04 4.030773978999999666e-05 -4.633423213000000299e-05 2.201045954000000089e-03 -5.342888168999999877e-05 -9.385322359000000062e-04 2.545942377000000052e-03 1.097355812999999949e-03 8.640192962000000157e-04 -3.586882497000000187e-03 -1.318048797999999897e-03 -2.477593635999999783e-03 -2.296951907000000046e-03 -2.156770627999999787e-03 -7.385217997000000263e-04 -1.075467393000000037e-03
7.969822622999999783e-04 -7.481083909000000188e-04 3.416983493999999934e-03 -8.199462374999999525e-02 -4.800204576000000056e-02 -2.234621602000000200e-03 7.435066973999999518e-04 2.689132395000000050e-03 5.220659472999999995e-01 -8.231155901999999414e-02 -5.028583060999999854e-02 -1.507479553999999892e-03 1.750503800000000098e-03 -3.197292590999999823e-03 -2.373767601000000027e-04 -4.534661249000000033e-02 -9.958697670999999349e-03 -9.517469961999999381e-03 -4.515900532000000078e-02 -1.256792158999999950e-02 -1.032141735000000060e-02 5.279593390999999698e-04 -4.733936264000000033e-03 6.358683811000000186e-04 -9.949614137000000011e-05 7.984070111000000436e-04 -3.709805269999999836e-03 -8.288297630000000110e-03 -1.433809245999999966e-03 -4.781953099000000283e-03 -9.685077367000000104e-04 2.196583068999999940e-03 -7.256685377999999922e-03 1.135697163999999947e-05 -4.229534180000000219e-03 -8.335780471000000386e-03 -1.222657635000000105e-03 -2.802146919000000056e-04 3.585208649999999889e-03 4.950453229999999573e-04 4.008406559999999987e-04 1.503760128999999954e-03 -1.600647833000000105e-03 3.979276366999999742e-04 -1.484971205999999905e-03 -1.149901293999999958e-03 2.782427764999999839e-04 -7.352333367999999572e-04
-1.858550562999999878e-02 -5.583772828999999938e-02 -8.004773944000000141e-02 2.526256961999999787e-03 3.435181935999999988e-03 -1.403835027000000088e-04 -1.777717792000000144e-02 -5.460195470999999745e-02 -8.231155901999999414e-02 4.759676087999999972e-01 3.328853015000000047e-03 1.765846481999999978e-03 -3.332936601000000085e-03 -5.117196317000000105e-03 1.324918983999999987e-03 -2.286835713999999832e-03 -4.017739983999999744e-03 1.820053304999999944e-03 -3.118748845999999835e-03 -6.520452348999999925e-02 -2.172474865000000206e-03 -3.629351915000000092e-03 -6.345554815999999987e-02 -1.692731786999999944e-03 -3.837819479000000055e-04 -7.031617623000000318e-04 -9.831579079999999693e-04 9.522495300999999843e-04 5.618923085999999716e-04 8.841745037000000532e-04 -3.589651788000000013e-03 -8.034464268000000506e-04 -1.053330279000000078e-03 -1.028679165000000000e-03 2.394689252000000053e-03 -6.821087322999999994e-04 -1.261256522999999958e-03 -3.595496190999999976e-06 -1.113954600000000104e-03 -2.126047392999999889e-04 -1.942815159000000095e-03 -1.194932569000000007e-03 1.598648532000000028e-04 -8.631838699000000481e-05 1.350719480000000042e-03 6.077460536000000267e-04 -8.396907897999999560e-04 -1.213865536999999975e-03
