                              Electron density <n>  0.5063668
                          Double occupancy <n+ n->  0.0270834
                            ZZ AF Structure Factor  0.5676128
                            Sq.Magnetization <m^2>  0.4522001
                                              Hkin -9.9116108
                                              Hint  0.1083334
                                                 E -9.8032774
                                  Average sign <s>  0.5427574
